drg_comb,drg_text_comb,drg_text_short_comb,mdc,nat_ver
R31S,"Doctor visits for acute leukemia, age 0-17, w CC, primary care","Doctor visits for acute leukemia, age 0-17, w CC, primary care",17.0,swe
R31T,"Doctor visits for acute leukemia, age 0-17, w/o CC, primary care","Doctor visits for acute leukemia, age 0-17, w/o CC, primary care",17.0,swe
R60R,"Doctor visits for malignancy investigation, primary care","Doctor visits for malignancy investigation, primary care",17.0,swe
R69L,"Inpatient care for blood diseases & immunological disorders, primary care","Inpatient care for blood diseases & immunological disorders, primary care",16.0,swe
R70L,"Inpatient care for blood diseases and unspecified neoplasms , primary care  ","Inpatient care for blood diseases and unspecified neoplasms , primary care  ",17.0,swe
R78R,"Transfusion of erythrocytes or blood, primary care","Transfusion of erythrocytes or blood, primary care",16.0,swe
R89R,"Intravascular drug administration for blood diseases, primary care","Intravascular drug administration for blood diseases, primary care",16.0,swe
R91R,"Intravascular drug administration for myeloproliferative diseases, primary care","Intravascular drug administration for myeloproliferative diseases, primary care",17.0,swe
R93R,"Home visits for blood diseases and immunological disorders, primary care","Home visits for blood diseases and immunological disorders, primary care",16.0,swe
R94R,"Home visits for blood diseases and unspecified neoplasms , primary care  ","Home visits for blood diseases and unspecified neoplasms , primary care  ",17.0,swe
R96R,"Nurse visits for blood diseases, primary care","Nurse visits for blood diseases, primary care",16.0,swe
R97R,"Nurse visits for non-specific tumor diseases and blood cancers, primary care","Nurse visits for non-specific tumor diseases and blood cancers, primary care",17.0,swe
R98R,"Other doctor visits for blood diseases, primary care","Other doctor visits for blood diseases, primary care",16.0,swe
R98U,"Team visits/conferences for blood diseases, primary care","Team visits/conferences for blood diseases, primary care",16.0,swe
R98W,"Doctor letters or telephone contacts for blood diseases, primary care","Doctor letters or telephone contacts for blood diseases, primary care",16.0,swe
R99R,"Other doctor visits for non-specific tumour diseases and blood cancer, primary care","Other doctor visits for non-specific tumour diseases and blood cancer, primary care",17.0,swe
R99U,"Team visits/conferences for non-specific tumour diseases and blood cancer, primary care","Team visits/conferences for non-specific tumour diseases and blood cancer, primary care",17.0,swe
R99W,"Doctor letters or telephone contacts for non-specific tumour diseases and blood cancer, primary care","Doctor letters or telephone contacts for non-specific tumour diseases and blood cancer, primary care",17.0,swe
S10S,"Doctor visits for septicemia, age >17, w CC, primary care","Doctor visits for septicemia, age >17, w CC, primary care",18.0,swe
S10T,"Doctor visits for septicemia, age >17, w/o CC, primary care","Doctor visits for septicemia, age >17, w/o CC, primary care",18.0,swe
S11S,"Septicemia, age 0-17, w CC, primary care","Septicemia, age 0-17, w CC, primary care",18.0,swe
S11T,"Septicemia, age 0-17, w/o CC, primary care","Septicemia, age 0-17, w/o CC, primary care",18.0,swe
S20S,"Doctor visits for postoperative & post-traumatic infections, w CC, primary care","Doctor visits for postoperative & post-traumatic infections, w CC, primary care",18.0,swe
S20T,"Doctor visits for postoperative & post-traumatic infections, w/o CC, primary care","Doctor visits for postoperative & post-traumatic infections, w/o CC, primary care",18.0,swe
S30S,"Doctor visits for fever of unknown origin, w CC, primary care","Doctor visits for fever of unknown origin, w CC, primary care",18.0,swe
S30T,"Doctor visits for fever of unknown origin, w/o CC, primary care","Doctor visits for fever of unknown origin, w/o CC, primary care",18.0,swe
S41R,Doctor visits for influenza,Doctor visits for influenza,18.0,swe
S42R,"Doctor visits for common cold, primary care","Doctor visits for common cold, primary care",18.0,swe
S43R,"Doctor visits for other viral infections, primary care","Doctor visits for other viral infections, primary care",18.0,swe
S69L,"Inpatient care for other infectious & parasitic diseases, primary care","Inpatient care for other infectious & parasitic diseases, primary care",18.0,swe
S93R,"Home visits for  other infectious & parasitic diseases, primary care","Home visits for  other infectious & parasitic diseases, primary care",18.0,swe
S97R,"Nurse visits for infectious diseases, primary care","Nurse visits for infectious diseases, primary care",18.0,swe
S99R,"Other doctor visits for infectious diseases, primary care","Other doctor visits for infectious diseases, primary care",18.0,swe
S99U,"Team visits/conferences for  infectious diseases, primary care","Team visits/conferences for  infectious diseases, primary care",18.0,swe
S99W,"Doctor letters or telephone contacts for infectious diseases, primary care","Doctor letters or telephone contacts for infectious diseases, primary care",18.0,swe
T10S,"Bipolar syndrome, age <60, w CC, primary care","Bipolar syndrome, age <60, w CC, primary care",19.0,swe
T10T,"Bipolar syndrome, age <60, w/o CC, primary care","Bipolar syndrome, age <60, w/o CC, primary care",19.0,swe
T11S,"Bipolar syndrome, age >59, w CC, primary care","Bipolar syndrome, age >59, w CC, primary care",19.0,swe
T11T,"Bipolar syndrome, age >59, w/o CC, primary care","Bipolar syndrome, age >59, w/o CC, primary care",19.0,swe
T12S,"Other affective disorders, age <60, w CC, primary care","Other affective disorders, age <60, w CC, primary care",19.0,swe
T12T,"Other affective disorders, age <60, w/o CC, primary care","Other affective disorders, age <60, w/o CC, primary care",19.0,swe
T13S,"Other affective disorders, age >59, w CC, primary care","Other affective disorders, age >59, w CC, primary care",19.0,swe
T13T,"Other affective disorders, age >59, w/o CC, primary care","Other affective disorders, age >59, w/o CC, primary care",19.0,swe
T15S,"Anxiety syndrome, w CC, primary care","Anxiety syndrome, w CC, primary care",19.0,swe
T15T,"Anxiety syndrome, w/o CC, primary care","Anxiety syndrome, w/o CC, primary care",19.0,swe
T16S,"Maladaptive stress reactions, non-acute, w CC, primary care","Maladaptive stress reactions, non-acute, w CC, primary care",19.0,swe
T16T,"Maladaptive stress reactions, non-acute, w/o CC, primary care","Maladaptive stress reactions, non-acute, w/o CC, primary care",19.0,swe
T17S,"Maladaptive stress reactions, acute, w CC, primary care","Maladaptive stress reactions, acute, w CC, primary care",19.0,swe
T17T,"Maladaptive stress reactions, acute, w/o CC, primary care","Maladaptive stress reactions, acute, w/o CC, primary care",19.0,swe
T18S,"Somatoform and dissociative syndromes, w CC, primary care","Somatoform and dissociative syndromes, w CC, primary care",19.0,swe
T18T,"Somatoform and dissociative syndromes, w/o CC, primary care","Somatoform and dissociative syndromes, w/o CC, primary care",19.0,swe
T25S,"Organic cerebral syndromes, w CC, primary care","Organic cerebral syndromes, w CC, primary care",19.0,swe
T25T,"Organic cerebral syndromes, w/o CC, primary care","Organic cerebral syndromes, w/o CC, primary care",19.0,swe
T33S,"Schizophrenia, w CC, primary care","Schizophrenia, w CC, primary care",19.0,swe
T33T,"Schizophrenia, w/o CC, primary care","Schizophrenia, w/o CC, primary care",19.0,swe
T40S,"Intellectual disability, w CC, primary care","Intellectual disability, w CC, primary care",19.0,swe
T40T,"Intellectual disability, w/o CC, primary care","Intellectual disability, w/o CC, primary care",19.0,swe
T41S,"Neuropsychiatric disorders, w CC, primary care","Neuropsychiatric disorders, w CC, primary care",19.0,swe
T41T,"Neuropsychiatric disorders, w/o CC, primary care","Neuropsychiatric disorders, w/o CC, primary care",19.0,swe
T47S,"Eating disorders, w CC, primary care","Eating disorders, w CC, primary care",19.0,swe
T47T,"Eating disorders, w/o CC, primary care","Eating disorders, w/o CC, primary care",19.0,swe
T60S,"Abuse or dependency of alcohol/drugs with psychosis or personality disorder, w CC, primary care","Abuse or dependency of alcohol/drugs with psychosis or personality disorder, w CC, primary care",19.0,swe
T60T,"Abuse or dependency of alcohol/drugs with psychosis or personality disorder, w/o CC, primary care","Abuse or dependency of alcohol/drugs with psychosis or personality disorder, w/o CC, primary care",19.0,swe
T61S,"Abuse or dependency of alcohol/drugs without psychosis, w CC, primary care","Abuse or dependency of alcohol/drugs without psychosis, w CC, primary care",19.0,swe
T61T,"Abuse or dependency of alcohol/drugs without psychosis, w/o CC, primary care","Abuse or dependency of alcohol/drugs without psychosis, w/o CC, primary care",19.0,swe
T69L,"Inpatient care for psychological/behavioural disorders and alcohol/drug abuse, primary care","Inpatient care for psychological/behavioural disorders and alcohol/drug abuse, primary care",19.0,swe
T79R,"Psychiatric light therapy, primary care","Psychiatric light therapy, primary care",19.0,swe
T93R,"Home visits for psychological/behavioural disorders and alcohol/drug abuse, primary care","Home visits for psychological/behavioural disorders and alcohol/drug abuse, primary care",19.0,swe
T99R,"Other visits for psychological disorders and drug abuse, primary care","Other visits for psychological disorders and drug abuse, primary care",19.0,swe
T99U,"Team visits/conferences for psychological disorders and drug abuse, primary care","Team visits/conferences for psychological disorders and drug abuse, primary care",19.0,swe
T99W,"Doctor letters or telephone contacts for psychological disorders and drug abuse, primary care","Doctor letters or telephone contacts for psychological disorders and drug abuse, primary care",19.0,swe
U29S,"Doctor visits for injuries, w CC, primary care","Doctor visits for injuries, w CC, primary care",21.0,swe
U29T,"Doctor visits for injuries, w/o CC, primary care","Doctor visits for injuries, w/o CC, primary care",21.0,swe
U30S,"Doctor visits for allergic reactions, w CC, primary care","Doctor visits for allergic reactions, w CC, primary care",21.0,swe
U30T,"Doctor visits for allergic reactions, w/o CC, primary care","Doctor visits for allergic reactions, w/o CC, primary care",21.0,swe
U35S,"Doctor visits for poisonings & toxic effects of drugs, w CC, primary care","Doctor visits for poisonings & toxic effects of drugs, w CC, primary care",21.0,swe
U35T,"Doctor visits for poisonings & toxic effects of drugs, w/o CC, primary care","Doctor visits for poisonings & toxic effects of drugs, w/o CC, primary care",21.0,swe
U42S,"Doctor visits for complications of treatment without surgery, w CC, primary care","Doctor visits for complications of treatment without surgery, w CC, primary care",21.0,swe
U42T,"Doctor visits for complications of treatment without surgery, w/o CC, primary care","Doctor visits for complications of treatment without surgery, w/o CC, primary care",21.0,swe
U69L,"Inpatient care for injuries, poisonings and toxic effects, primary care","Inpatient care for injuries, poisonings and toxic effects, primary care",21.0,swe
U93R,"Home visits for injuries, poisonings and toxic effects, primary care ","Home visits for injuries, poisonings and toxic effects, primary care ",21.0,swe
U97R,"Nurse visits in case of injuries and poisonings, primary care","Nurse visits in case of injuries and poisonings, primary care",21.0,swe
U98R,"Other doctor visits for injuries and poisonings, primary care","Other doctor visits for injuries and poisonings, primary care",21.0,swe
U98U,"Team visits/conferences for injuries and poisonings, primary care","Team visits/conferences for injuries and poisonings, primary care",21.0,swe
