drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
S41R,"Läkarbesök vid influensa, primärvård",Läk influensa P,S41R,Doctor visits for influenza,Doctor visits for influenza,18,swe
S42R,"Läkarbesök vid förkylning, primärvård",Läk förkylning P,S42R,"Doctor visits for common cold, primary care","Doctor visits for common cold, primary care",18,swe
S43R,"Läkarbesök vid övriga virus infektioner, primärvård",Läk övriga virus infektioner P,S43R,"Doctor visits for other viral infections, primary care","Doctor visits for other viral infections, primary care",18,swe
S59A,"Andra infektioner och parasitära sjukdomar, mycket komplicerat",Andra infektions- & parasitsjd M,423M,"Other infectious & parasitic diseases, w MCC","Other infectious & parasitic diseases, w MCC",18,swe
S59C,"Andra infektioner och parasitära sjukdomar, komplicerat",Andra infektions- & parasitsjd K,423C,"Other infectious & parasitic diseases,  w CC","Other infectious & parasitic diseases,  w CC",18,swe
S59E,"Andra infektioner och parasitära sjukdomar, ej komplicerat",Andra infektions- & parasitsjd U,423N,"Other infectious & parasitic diseases, w/o CC","Other infectious & parasitic diseases, w/o CC",18,swe
S69L,"Slutenvård för infektions- och parasitsjukdomar, primärvård",Slutenv infektion sjd P,S69L,"Inpatient care for other infectious & parasitic diseases, primary care","Inpatient care for other infectious & parasitic diseases, primary care",18,swe
S93R,"Hembesök för infektions- och parasitsjukdomar, primärvård",Hembes infektion sjd P,S93R,"Home visits for  other infectious & parasitic diseases, primary care","Home visits for  other infectious & parasitic diseases, primary care",18,swe
S97O,Sjuksköterskebesök vid infektionssjukdomar,Ssk besök infektion O,970S,Nurse visits for infectious diseases,Nurse visits for infectious diseases,18,swe
S97R,"Sjuksköterskebesök vid infektionssjukdomar, primärvård",Ssk besök infektion P,S97R,"Nurse visits for infectious diseases, primary care","Nurse visits for infectious diseases, primary care",18,swe
S99O,Övriga läkarbesök vid infektionssjukdomar,Läkarbesök infektion O,875V,"Other doctor visits for infectious diseases, short therapy","Other doctor visits for infectious diseases, short therapy",18,swe
S99R,"Övriga läkarbesök vid infektionssjukdomar, primärvård",Läk infektioner P,S99R,"Other doctor visits for infectious diseases, primary care","Other doctor visits for infectious diseases, primary care",18,swe
S99U,"Teambesök/konferens vid infektionssjukdomar, primärvård",Team/konf infektioner P,S99U,"Team visits/conferences for  infectious diseases, primary care","Team visits/conferences for  infectious diseases, primary care",18,swe
S99W,"Läkarvård på distans vid infektionssjukdomar, primärvård",Läk dist infektioner P,S99W,"Doctor letters or telephone contacts for infectious diseases, primary care","Doctor letters or telephone contacts for infectious diseases, primary care",18,swe
S99X,Teambesök/konferens vid infektionssjukdomar,Team/konf infektion O,875W,"Team visits/conferences for infectious diseases, short therapy","Team visits/conferences for infectious diseases, short therapy",18,swe
S99Z,Läkarvård på distans vid infektionssjukdomar,Läk dist infektion O,875T,Doctor letters or telephone contacts for infectious diseases,Doctor letters or telephone contacts for infectious diseases,18,swe
T01N,Operationer vid psykiska besvär,Op vid psyk besvär,424N,OR procedures with principal diagnos of mental illness or abuse,OR procedures with principal diagnos of mental illness or abuse,19,swe
T01O,"Operationer el. andra åtgärder i större anestesi vid psykiska besvär, öppenvård",Op/åtg psyk besvär O,424O,"O. r. procedure w principal diagnosis of mental illness, short therapy","O. r. procedure w principal dx of mental illness, sh th",19,swe
T10C,"Bipolära syndrom, < 60 år, komplicerat",Bipolära syndrom <60 K,601A,"Bipolar syndrome, age <60, w CC","Bipolar syndrome, age <60, w CC",19,swe
T10E,"Bipolära syndrom, < 60 år, ej komplicerat",Bipolära syndrom <60 U,601B,"Bipolar syndrome, age <60, w/o CC, primary care","Bipolar syndrome, age <60, w/o CC, primary care",19,swe
T10P,"Besök vid bipolära syndrom, < 60 år, komplicerat",Bes bipolära syndrom <60 K O,601C,"Visits for bipolar syndrome, age <60, w CC","Visits for bipolar syndrome, age <60, w CC",19,swe
T10Q,"Besök vid bipolära syndrom, < 60 år, ej komplicerat",Bes bipolära syndrom <60 U O,601D,"Visits for bipolar syndrome, age <60, w/o CC","Visits for bipolar syndrome, age <60, w/o CC",19,swe
T10S,"Bipolära syndrom, <60 år, komplicerat primärvård",Bipolära syndrom <60 K P,T10S,"Bipolar syndrome, age <60, w CC, primary care","Bipolar syndrome, age <60, w CC, primary care",19,swe
T10T,"Bipolära syndrom, <60 år, ej komplicerat primärvård",Bipolära syndrom <60 U P,T10T,"Bipolar syndrome, age <60, w/o CC, primary care","Bipolar syndrome, age <60, w/o CC, primary care",19,swe
T11C,"Bipolära syndrom, > 59 år, komplicerat",Bipolära syndrom >59 K,601E,"Bipolar syndrome, age >59, w CC","Bipolar syndrome, age >59, w CC",19,swe
T11E,"Bipolära syndrom, > 59 år, ej komplicerat",Bipolära syndrom >59 U,601F,"Bipolar syndrome, age >59, w/o CC","Bipolar syndrome, age >59, w/o CC",19,swe
T11P,"Besök vid bipolära syndrom, > 59 år, komplicerat",Bes bipolära syndrom >59 K O,601G,"Visits for bipolar syndrome, age >59, w CC","Visits for bipolar syndrome, age >59, w CC",19,swe
T11Q,"Besök vid bipolära syndrom, > 59 år,  ej komplicerat",Bes bipolära syndrom >59 U O,601H,"Visits for bipolar syndrome, age >59, w/o CC","Visits for bipolar syndrome, age >59, w/o CC",19,swe
T11S,"Bipolära syndrom, >59 år, komplicerat primärvård",Bipolära syndrom >59 K P,T11S,"Bipolar syndrome, age >59, w CC, primary care","Bipolar syndrome, age >59, w CC, primary care",19,swe
T11T,"Bipolära syndrom, >59 år, ej komplicerat primärvård",Bipolära syndrom >59 U P,T11T,"Bipolar syndrome, age >59, w/o CC, primary care","Bipolar syndrome, age >59, w/o CC, primary care",19,swe
T12C,"Övriga förstämningssyndrom,  < 60 år, komplicerat",Förstämningssyndrom  < 60 K,602A,"Other affective disorders, age <60, w CC","Other affective disorders, age <60, w CC",19,swe
T12E,"Övriga förstämningssyndrom,  < 60 år, ej komplicerat",Förstämningssyndrom  < 60 U,602B,"Other affective disorders, age <60, w/o CC","Other affective disorders, age <60, w/o CC",19,swe
T12P,"Besök vid övriga förstämningssyndrom,  < 60 år, komplicerat",Bes förstämningssyndr  < 60 K O,602C,"Visits for other affective disorders, age <60, w CC","Visits for other affective disorders, age <60, w CC",19,swe
T12Q,"Besök vid övriga förstämningssyndrom,  < 60 år,  ej komplicerat",Bes förstämningssyndr  < 60 U O,602D,"Visits for other affective disorders, age <60, w/o CC","Visits for other affective disorders, age <60, w/o CC",19,swe
T12S,"Övriga förstämningssyndrom,  < 60 år, komplicerat primärvård",Övriga förstämningssynd <60 K P,T12S,"Other affective disorders, age <60, w CC, primary care","Other affective disorders, age <60, w CC, primary care",19,swe
T12T,"Övriga förstämningssyndrom,  < 60 år, ej komplicerat primärvård",Övriga förstämningssynd <60 U P,T12T,"Other affective disorders, age <60, w/o CC, primary care","Other affective disorders, age <60, w/o CC, primary care",19,swe
T13A,"Övriga förstämningssyndrom, > 59 år, mycket komplicerat","Förstämningssyndrom, > 59 M",602E,"Other affective disorders, age >59, w MCC","Other affective disorders, age >59, w MCC",19,swe
T13C,"Övriga förstämningssyndrom, > 59 år, komplicerat","Förstämningssyndrom, > 59 K",602F,"Other affective disorders, age >59, w CC","Other affective disorders, age >59, w CC",19,swe
T13E,"Övriga förstämningssyndrom, > 59 år, ej komplicerat","Förstämningssyndrom, > 59 U",602G,"Other affective disorders, age >59, w/o CC","Other affective disorders, age >59, w/o CC",19,swe
T13P,"Besök vid övriga förstämningssyndrom, > 59 år, komplicerat","Bes förstämningssyndr, > 59 K O",602H,"Visits for other affective disorders, age >59, w CC","Visits for other affective disorders, age >59, w CC",19,swe
T13Q,"Besök vid övriga förstämningssyndrom, > 59 år, ej komplicerat",Bes förstämningssyndr > 59 U O,602I,"Visits for other affective disorders, age >59, w/o CC","Visits for other affective disorders, age >59, w/o CC",19,swe
T13S,"Övriga förstämningssyndrom, > 59 år, komplicerat primärvård",Övriga förstämningssynd >59 K P,T13S,"Other affective disorders, age >59, w CC, primary care","Other affective disorders, age >59, w CC, primary care",19,swe
T13T,"Övriga förstämningssyndrom, > 59 år, ej komplicerat primärvård",Övriga förstämningssynd >59 U P,T13T,"Other affective disorders, age >59, w/o CC, primary care","Other affective disorders, age >59, w/o CC, primary care",19,swe
T15C,"Ångestsyndrom, komplicerat",Ångestsyndrom K,603A,"Anxiety syndrome, w CC","Anxiety syndrome, w CC",19,swe
T15E,"Ångestsyndrom, ej komplicerat",Ångestsyndrom U,603B,"Anxiety syndrome, w/o CC","Anxiety syndrome, w/o CC",19,swe
T15P,"Besök vid ångestsyndrom, komplicerat",Bes ångestsyndrom K O,603C,"Visits for anxiety syndrome, w CC","Visits for anxiety syndrome, w CC",19,swe
T15Q,"Besök vid ångestsyndrom,  ej komplicerat",Bes ångestsyndrom U O,603D,"Visits for anxiety syndrome, w/o CC","Visits for anxiety syndrome, w/o CC",19,swe
T15S,"Ångestsyndrom, komplicerat primärvård",Ångestsyndrom K P,T15S,"Anxiety syndrome, w CC, primary care","Anxiety syndrome, w CC, primary care",19,swe
T15T,"Ångestsyndrom, ej komplicerat primärvård",Ångestsyndrom U P,T15T,"Anxiety syndrome, w/o CC, primary care","Anxiety syndrome, w/o CC, primary care",19,swe
T16C,"Maladaptiva stressreaktioner, icke akuta tillstånd, komplicerat",Maladaptiv stressr ej akut K,604A,"Maladaptive stress reactions, non-acute, w CC","Maladaptive stress reactions, non-acute, w CC",19,swe
T16E,"Maladaptiva stressreaktioner, icke akuta tillstånd, ej komplicerat",Maladaptiv stressr ej akut U,604B,"Maladaptive stress reactions, non-acute, w/o CC","Maladaptive stress reactions, non-acute, w/o CC",19,swe
T16P,"Besök vid maladaptiva stressreaktioner, icke akuta tillstånd, komplicerat",Bes maladapt stress ej akut K O,604C,"Visits for maladaptive stress reactions, non-acute, w CC","Visits for maladaptive stress reactions, non-acute, w CC",19,swe
T16Q,"Besök vid maladaptiva stressreaktioner, icke akuta tillstånd,  ej komplicerat",Bes maladapt stress ej akut U O,604D,"Visits for maladaptive stress reactions, non-acute, w/o CC","Visits for maladaptive stress reactions, non-acute, w/o CC",19,swe
T16S,"Maladaptiva stressreaktioner, icke akuta tillstånd, komplicerat primärvård",Maladaptiv stressr ej akut K P,T16S,"Maladaptive stress reactions, non-acute, w CC, primary care","Maladaptive stress reactions, non-acute, w CC, primary care",19,swe
T16T,"Maladaptiva stressreaktioner, icke akuta tillstånd, ej komplicerat primärvård",Maladaptiv stressr ej akut U P,T16T,"Maladaptive stress reactions, non-acute, w/o CC, primary care","Maladaptive stress reactions, non-acute, w/o CC, primary care",19,swe
T17C,"Maladaptiva stressreaktioner, akuta tillstånd, komplicerat",Maladaptiv stressr akut K,604E,"Maladaptive stress reactions, acute, w CC","Maladaptive stress reactions, acute, w CC",19,swe
T17E,"Maladaptiva stressreaktioner, akuta tillstånd, ej komplicerat",Maladaptiv stressr akut U,604F,"Maladaptive stress reactions, acute, w/o CC","Maladaptive stress reactions, acute, w/o CC",19,swe
T17P,"Besök vid maladaptiva stressreaktioner, akuta tillstånd, komplicerat",Bes maladaptiv stressr akut K O,604G,"Visits for maladaptive stress reactions, acute, w CC","Visits for maladaptive stress reactions, acute, w CC",19,swe
T17Q,"Besök vid maladaptiva stressreaktioner, akuta tillstånd,  ej komplicerat",Bes maladaptiv stressr akut U O,604H,"Visits for maladaptive stress reactions, acute, w/o CC","Visits for maladaptive stress reactions, acute, w/o CC",19,swe
T17S,"Maladaptiva stressreaktioner, akuta tillstånd, komplicerat primärvård",Maladaptiv stressr akut K P,T17S,"Maladaptive stress reactions, acute, w CC, primary care","Maladaptive stress reactions, acute, w CC, primary care",19,swe
T17T,"Maladaptiva stressreaktioner, akuta tillstånd, ej komplicerat primärvård",Maladaptiv stressr akut U P,T17T,"Maladaptive stress reactions, acute, w/o CC, primary care","Maladaptive stress reactions, acute, w/o CC, primary care",19,swe
T18C,"Somatoforma och dissociativa syndrom, komplicerat",Somatoform/dissociativ syndr K,605A,"Somatoform and dissociative syndromes, w CC","Somatoform and dissociative syndromes, w CC",19,swe
T18E,"Somatoforma och dissociativa syndrom, ej komplicerat",Somatoform/dissociativ syndr U,605B,"Somatoform and dissociative syndromes, w/o CC","Somatoform and dissociative syndromes, w/o CC",19,swe
T18P,"Besök vid somatoforma och dissociativa syndrom, komplicerat",Bes somatof/dissociativ synd K O,605C,"Visits for somatoform and dissociative syndromes, w CC","Visits for somatoform and dissociative syndromes, w CC",19,swe
T18Q,"Besök vid somatoforma och dissociativa syndrom,  ej komplicerat",Bes somatof/dissociativ synd U O,605D,"Visits for somatoform and dissociative syndromes, w/o CC","Visits for somatoform and dissociative syndromes, w/o CC",19,swe
T18S,"Somatoforma och dissociativa syndrom, komplicerat primärvård",Somatoform/dissociativ syndr K P,T18S,"Somatoform and dissociative syndromes, w CC, primary care","Somatoform and dissociative syndromes, w CC, primary care",19,swe
T18T,"Somatoforma och dissociativa syndrom, ej komplicerat primärvård",Somatoform/dissociativ syndr U P,T18T,"Somatoform and dissociative syndromes, w/o CC, primary care","Somatoform and dissociative syndromes, w/o CC, primary care",19,swe
T20C,"Personlighetsstörningar, komplicerat",Personlighetsstörningar K,606A,"Personality disorders, w CC","Personality disorders, w CC",19,swe
T20E,"Personlighetsstörningar, ej komplicerat",Personlighetsstörningar U,606B,"Personality disorders, w/o CC","Personality disorders, w/o CC",19,swe
T20P,"Besök vid personlighetsstörningar, komplicerat",Bes personlighetsstörningar  K O,606C,"Visits for personality disorders, w CC, short therapy","Visits for personality disorders, w CC, short therapy",19,swe
T20Q,"Besök vid personlighetsstörningar,  ej komplicerat",Bes personlighetsstörningar U O,606D,"Visits for personality disorders, w/o CC, short therapy","Visits for personality disorders, w/o CC, short therapy",19,swe
T25A,"Organiska cerebrala syndrom, mycket komplicerat",Organiska cerebrala syndrom M,607A,"Organic cerebral syndromes, w MCC","Organic cerebral syndromes, w MCC",19,swe
T25C,"Organiska cerebrala syndrom, komplicerat",Organiska cerebrala syndrom K,429A,Organic disturbances w cc,Organic disturbances w cc,19,swe
