code_plus,text_plus,nat_ver
R06AB04,Chlorphenamine,fin/swe
R06AB05,Pheniramine,fin/swe
R06AB06,Dexbrompheniramine,fin/swe
R06AB07,Talastine,fin/swe
R06AB51,"Brompheniramine, combinations",fin/swe
R06AB52,"Dexchlorpheniramine, combinations",fin/swe
R06AB54,"Chlorphenamine, combinations",fin/swe
R06AB56,"Dexbrompheniramine, combinations",fin/swe
R06AC,Substituted ethylene diamines,est/swe/lat/ice/den
R06AC01,Mepyramine,fin/swe
R06AC02,Histapyrrodine,fin/swe
R06AC03,Chloropyramine,fin/swe
R06AC04,Tripelennamine,fin/swe
R06AC05,Methapyrilene,fin/swe
R06AC06,Thonzylamine,fin/swe
R06AC52,"Histapyrrodine, combinations",fin/swe
R06AC53,"Chloropyramine, combinations",fin/swe
R06AD,Phenothiazine derivatives,est/swe/lat/ice/den
R06AD01,Alimemazine,fin/swe
R06AD02,Promethazine,fin/swe
R06AD03,Thiethylperazine,fin/swe
R06AD04,Methdilazine,fin/swe
R06AD05,Hydroxyethylpromethazine,fin/swe
R06AD06,Thiazinam,fin/swe
R06AD07,Mequitazine,fin/swe
R06AD08,Oxomemazine,fin/swe
R06AD09,Isothipendyl,fin/swe
R06AD52,"Promethazine, combinations",fin/swe
R06AD55,"Hydroxyethylpromethazine, combinations",fin/swe
R06AE,Piperazine derivatives,est/swe/lat/ice/den
R06AE01,Buclizine,fin/swe
R06AE03,Cyclizine,fin/swe
R06AE04,Chlorcyclizine,fin/swe
R06AE05,Meclozine,fin/swe
R06AE06,Oxatomide,fin/swe
R06AE07,Cetirizine,fin/swe
R06AE09,Levocetirizine,fin/swe
R06AE51,"Buclizine, combinations",fin/swe
R06AE53,"Cyclizine, combinations",fin/swe
R06AE55,"Meclozine, combinations",fin/swe
R06AK,Combinations of antihistamines,est/swe/lat/ice/den
R06AX,Other antihistamines for systemic use,est/swe/lat/ice/den
R06AX01,Bamipine,fin/swe
R06AX02,Cyproheptadine,fin/swe
R06AX03,Thenalidine,fin/swe
R06AX04,Phenindamine,fin/swe
R06AX05,Antazoline,fin/swe
R06AX07,Triprolidine,fin/swe
R06AX08,Pyrrobutamine,fin/swe
R06AX09,Azatadine,fin/swe
R06AX11,Astemizole,fin/swe
R06AX12,Terfenadine,fin/swe
R06AX13,Loratadine,fin/swe
R06AX15,Mebhydrolin,fin/swe
R06AX16,Deptropine,fin/swe
R06AX17,Ketotifen,fin/swe
R06AX18,Acrivastine,fin/swe
R06AX19,Azelastine,fin/swe
R06AX21,Tritoqualine,fin/swe
R06AX22,Ebastine,fin/swe
R06AX23,Pimethixene,fin/swe
R06AX24,Epinastine,fin/swe
R06AX25,Mizolastine,fin/swe
R06AX26,Fexofenadine,fin/swe
R06AX27,Desloratadine,fin/swe
R06AX28,Rupatadine,fin/swe
R06AX29,Bilastine,fin/swe
R06AX31,Quifenadine,fin/swe
R06AX32,Sequifenadine,fin/swe
R06AX53,"Thenalidine, combinations",fin/swe
R06AX58,"Pyrrobutamine, combinations",fin/swe
R07AA,Lung surfactants,est/swe/lat/ice/den
R07AA01,Colfosceril palmitate,fin/swe
R07AA02,Natural phospholipids,fin/swe
R07AA30,Combinations,fin/swe
R07AB,Respiratory stimulants,est/swe/lat/ice/den
R07AB01,Doxapram,fin/swe
R07AB02,Nikethamide,fin/swe
R07AB03,Pentetrazol,fin/swe
R07AB04,Etamivan,fin/swe
R07AB05,Bemegride,fin/swe
R07AB06,Prethcamide,fin/swe
R07AB07,Almitrine,fin/swe
R07AB08,Dimefline,fin/swe
R07AB09,Mepixanox,fin/swe
R07AB52,"Nikethamide, combinations",fin/swe
R07AB53,"Pentetrazol, combinations",fin/swe
R07AX,Other respiratory system products,est/swe/lat/ice/den
R07AX01,Nitric oxide,fin/swe
R07AX02,Ivacaftor,fin/swe
R07AX30,Ivacaftor and lumacaftor,fin/swe
R07AX31,Ivacaftor and tezacaftor,fin/swe
R07AX32,"Ivacaftor, tezacaftor and elexacaftor",fin/swe
R1R100,General evaluation of need for rehabilitation,swe/lat/ice/fin/nor
R1R110,Evaluation of living conditions,swe/lat/ice/nor
R1R120,Evaluation of quality of life,swe/lat/ice/nor
R1R210,Medical evaluation of need and possibiliteis to rehabilitation,ice/fin
R1R220,Psychological evaluation of need and possibilities to rehabilitation,swe/lat/ice/fin/nor
R1R230,Neuropsychological evaluation of need and possibilities to rehabilitation,ice/fin
R1R240,Social evaluation of need and possibilities of rehabilitation,lat/ice/fin
R1R250,Evaluation of functioning,swe/lat/ice/fin/nor
R1R260,Evaluation of communicative functioning,swe/lat/ice/fin/nor
R1R270,Evaluation of need for educational rehabilitation,ice/fin
R1R280,Evaluation of need for occupational rehabilitation,lat/ice/fin/swe
R1R282,Ergonomic evaluation of workplace,swe/lat/ice/fin
R1R310,Day-care test for children,ice/fin
R1R320,Educational test,ice/fin
R1R330,Occupational test at special institute,ice/fin
R1R340,Occupational test in open environment,ice/fin
R1R350,Housing test,ice/fin
R1R400,Generation of plan for rehabilitation,swe/ice/fin/nor
R2R110,Giving first hand information,ice/den/fin
R2R120,Information and advice about rehabilitation services and wellfare,swe/lat/ice/den/fin/nor
R2R130,Information and advice about independent living,ice/fin/nor
R2R200,Advice about educational rehabilitation,ice/fin
R2R310,Advice about occupation selection,ice/den/fin
R2R320,Employment advice,ice/fin
R3R110,Psychosocial training,swe/lat/ice/den/fin
R3R120,Locomotor training,swe/lat/ice/den/fin/nor
R3R130,Training in daily routines,swe/lat/ice/den/fin/nor
R3R140,Training of communicative ability,swe/lat/ice/den/fin
R3R150,Training for interaction with life surroundings,swe/ice/den/fin/nor
R3R160,Training of educational and learning abilities,swe/ice/den/fin
R3R200,Society training,swe/lat/ice/fin
R3R300,Housing training,swe/lat/ice/den/fin
R3R410,"Special eduction at elementary school, high school or in adult elementary education",ice/den/fin
R3R420,General occupational training,swe/lat/ice/fin
R3R430,Education at occupational high school or at university,ice/fin
R3R440,Adult occupational education,ice/fin
R3R450,Occupational education at special institute,ice/fin
R3R460,Apprenticeship training,ice/fin
R3R470,Other education,ice/fin
R3R510,Occupational training,ice/fin
R3R520,Training to maintain and increase ability work,ice/fin/nor
R3R530,Occupational rehabilitation,ice/fin
R3R540,Rehabilitation through work,ice/fin
R3R600,Guidance to hobbies,ice/fin
R3RB00,Counceling and advise to support sexual functions,ice/nor/fin
R4R110,Physiotherapy,swe/lat/ice/den/fin/nor
R4R120,Occupational therapy,ice/den/fin
R4R130,Speech therapy,swe/lat/ice/den/fin/nor
R4R135,Rehabilitation for hearing and talking after cochlear implantation,swe
R4R136,Rehabilitation for hearing problems,swe/lat/ice/fin/nor
R4R138,Swallowing therapy,swe/ice/nor
R4R140,Psychotherapy,swe/lat/ice/den/fin/nor
R4R142,Biofeedback,swe/lat
R4R150,Neuropsychological rehabilitation,swe/ice/fin/nor
R4R160,Other rehabilitative therapy,ice/den/fin/nor
R4R162,Family counceling,swe/lat/ice/nor
R4R168,Supportive discussion,swe/lat/fin/nor
R4R170,Therapyforms for rehabilitative upbringing,ice/fin
R4R1AA,Physiotherapy with massage,swe
R5R110,"Assesment of aid need and choice, testing, adjustment and delivery of device with demonstration of use",swe/lat/ice/den/fin/nor
R5R120,Production of aiding device,ice/fin
R5R130,Restoration and service of aiding device,ice/fin
R5R140,Follow-up of use of aiding device,ice/fin
R5R210,Assesmkent of need to changes in the environment,ice/fin
R5R220,Changes in the environment,ice/fin
R5R230,Changes to support control of environment,ice/fin
R5R310,Work dispositon without economical aid,ice/fin
R5R320,Work disposition with economical aid,ice/fin
R5R330,Support for self-employment,ice/fin
R5R340,Support for continuous occupational activity,ice/fin
R5R350,Sheltered work,ice/fin
R5R410,Transport and escort service,ice/fin
R5R420,Guide-dog service,ice/fin
R5R430,Interpreter service,ice/fin
R5R440,Study assistant service,ice/fin
R5R450,Personal assistant service,ice/fin
R5R460,Support related to service habitation,ice/fin
R5R599,Other rehabilitation service,ice/den/fin/nor
RDR111,Nutrional therapy general anamnesis,lat/ice
RDR112,Nutrition intake history,swe/ice/den
RDR120,Nutrient intake measurement,ice/den
RDR130,Nutritional state evaluation,lat/ice/nor
RDR150,Production of plan for nutrional therapy,ice
RDR160,Nutrional therapy follow-up,ice
RDR211,Personal nutritional therapy,ice/fin/nor
RDR213,Nutritional advice through family,ice
RDR220,Production of nutrient plan for meals,ice
RDR230,Teaching of meal preparation,ice/den
RDR240,Guidance in food supplies selection,ice/den/nor
RDR250,Guidance of educational meal,ice/den
RDR290,Other nutriotional therapy,ice/den/fin
RFRA00,Physiotherapeutic examination,lat/ice
RFRA20,Planning physiotherapy,ice
RFRB00,Technical aid service to support moving and functioning,ice
RJR120,Evaluation of foot health,ice
RJR122,Evaluation of footwear adequacy,ice
RJR124,Evaluation of need and effect of special footwear and other devices,ice
RJR125,Evaluation of standing position and walking,ice
RJR126,Evaluation of load on foot soles,ice
RJR127,Examination of lower extremity structure and function,ice
RJR128,Evaluation of pain in feet,ice
RJR129,Sampling for microbiological testing from feet,ice
RJR130,Planning foot therapy,ice
RJR210,Patient instructions of foot care,ice
RJR214,Planning foot therapy,ice
RJR310,Physical training of feet and lower extremities,ice
RJR320,Physical foot therapy,ice
RJR410,Foot skin care,ice
RJR420,Toe nail treatment,ice
RJR490,Other foot therapy,swe/ice
RLRA00,Logopedic examination,swe/lat/ice
RLRA20,Planning and follow-up of logotherapy,ice/den
RLRB00,Service for technical aid for communication,ice
RNXA00,Turning over patient,ice
RNXA90,Other moving of patient,ice
RNXB00,Body care of patient,ice
RNXB90,Other support of taking care of oneself,ice
RNXX00,Nursing monitoring,swe/ice
RNXX90,Other nursing care,swe/ice/fin
RSRA00,Social work statement,ice
RSRA10,Assesment of social situation,ice
RSRA20,Social work discussion,ice
RSRB00,Social assistance,swe/lat/ice
RSRC00,Coordination of services and multiprofesional cooperation,ice
RSRD00,Social payment consultation and decision,ice
RSRX00,Other social support,swe/ice
RTR110,Evaluation of need for occupational therapy,ice
RTR120,Evaluation of lifesituation in relation to occupational therapy,ice
RTR131,Evaluation of ability to take care of oneself,ice
RTR132,Evaluation of ability to take care of home and every day surrounding,ice
RTR133,Evaluation of ability to admit school and study,ice
RTR134,Evaluation of ability to work,ice
RTR135,Evaluation of ability for social participation,ice
RTR136,Evaluation of ability to use leisure time,ice
RTR137,Evaluation of ability for child play,ice
RTR138,Evaluation of ability to rest,ice
RTR139,Evaluation of ability to manage other occupational situations,ice
RTR141,Evaluation of need for services,ice
RTR143,Evaluation of need for changes at home and in nearby surrounding,ice
RTR151,Evaluation of motor function,ice
RTR152,Evaluation of processing ability,ice
RTR153,Evaluation of mental ability,ice
RTR154,Evaluation of social ability,ice
RTR155,Evaluation of ethical ability,ice
RTR159,Evaluationo of other or general ability,ice
RTR161,Evaluation of sensoric capacity,ice
RTR162,Evaluation of motor capacity,ice
RTR163,Evaluation of coginitve capacity,ice
RTR164,Evaluation of mental capacity,ice
RTR165,Evaluation of social capacity,ice
RTR166,Evaluation of ethical capacity,ice
RTR169,Evaluation of other or general capacity,ice
RTR171,Evaluation of need for orthosis,ice
RTR172,Evaluation of need for aiding device,ice
RTR179,Evaluation of need for other tools,ice
RTR180,Summary of possibilities to promote occupational functioning,ice
RTR190,Other occupational therapy evaluation,ice
RTR210,Plan for promoting occupational functioning,ice
RTR220,Preparation of occupational therapy session,ice
RTR231,Occupational therapy to promote taking care of oneself,swe/ice
RTR232,Occupational therapy to take care of everyday matters,swe/ice
RTR233,Occupational therapy to promote admitting school and studing,swe/ice
RTR234,Occupational therapy to promote working,swe/ice
RTR235,Occupational therapy to promote social participation,swe/ice
RTR236,Occupational therapy to promote leisure acivities,swe/ice
RTR237,Occupational therapy to promote child play,ice
RTR238,Occupational therapy to promote resting,ice
RTR239,Occupational therapy to promote other or general functions,swe/ice
RTR241,Planning and arranging services to promote coping with enviroment,ice
RTR244,Planning and following changes at home and nearby surrounding to promote acitivity,ice
RTR249,Other occupational therapy to promote coping with enviroment,swe/ice
RTR251,Strengthening motor ability,ice
RTR252,Strengthening process ability,ice
RTR253,Strengthening psychic ability,ice
RTR254,Strengthening social ability,ice
RTR255,Strengthening ethical ability,ice
RTR259,General strenghtening of functional ability,ice
RTR261,Improving sensoric capacity,ice
RTR262,Improving motor capacity,ice
RTR263,Improving cognitive capacity,ice
RTR264,Improving mental capacity,ice
RTR265,Improving social capacity,ice
RTR266,Improving ethical capacity,ice
RTR269,General improving of functional capacity,ice
RTR271,Reporduction of orthosis,swe/ice
RTR272,"Orthosis adapation, delivery, user insttructions and follow-up",ice
RTR273,Reproduction of aiding device,ice
RTR274,"Aiding device adaptation, delivery, user instructions and follo-up",swe/ice/nor
RTR279,Other device reproduction or delivery,swe/ice
RTR490,Other occupational therapy,ice
RXXA00,Therapy for drug addiction,swe/ice/fin
S01AA,Antibiotics,est/swe/lat/ice/den
S01AA01,Chloramphenicol,fin/swe
S01AA02,Chlortetracycline,fin/swe
S01AA03,Neomycin,fin/swe
S01AA04,Oxytetracycline,fin/swe
S01AA05,Tyrothricin,fin/swe
S01AA07,Framycetin,fin/swe
S01AA09,Tetracycline,fin/swe
S01AA10,Natamycin,fin/swe
S01AA11,Gentamicin,fin/swe
S01AA12,Tobramycin,fin/swe
S01AA13,Fusidic acid,fin/swe
S01AA14,Benzylpenicillin,fin/swe
S01AA15,Dihydrostreptomycin,fin/swe
S01AA16,Rifamycin,fin/swe
S01AA17,Erythromycin,fin/swe
S01AA18,Polymyxin B,fin/swe
S01AA19,Ampicillin,fin/swe
S01AA20,Antibiotics in combination with other drugs,fin/swe
S01AA21,Amikacin,fin/swe
S01AA22,Micronomicin,fin/swe
S01AA23,Netilmicin,fin/swe
S01AA24,Kanamycin,fin/swe
S01AA25,Azidamfenicol,fin/swe
S01AA26,Azithromycin,fin/swe
S01AA27,Cefuroxime,fin/swe
S01AA28,Vancomycin,fin/swe
S01AA30,Combinations of different antibiotics,fin/swe
S01AB,Sulfonamides,est/swe/lat/ice/den
S01AB01,Sulfamethizole,fin/swe
S01AB02,Sulfafurazole,fin/swe
S01AB03,Sulfadicramide,fin/swe
S01AB04,Sulfacetamide,fin/swe
S01AB05,Sulfafenazol,fin/swe
S01AD,Antivirals,est/swe/lat/ice/den
S01AD01,Idoxuridine,fin/swe
S01AD02,Trifluridine,fin/swe
S01AD03,Aciclovir,fin/swe
S01AD05,Interferon,fin/swe
S01AD06,Vidarabine,fin/swe
S01AD07,Famciclovir,fin/swe
S01AD08,Fomivirsen,fin/swe
S01AD09,Ganciclovir,fin/swe
S01AE01,Ofloxacin,fin/swe
S01AE02,Norfloxacin,fin/swe
S01AE03,Ciprofloxacin,fin/swe
S01AE04,Lomefloxacin,fin/swe
S01AE05,Levofloxacin,fin/swe
S01AE06,Gatifloxacin,fin/swe
S01AE07,Moxifloxacin,fin/swe
S01AE08,Besifloxacin,fin/swe
S01AX,Other antiinfectives,est/swe/lat/ice/den
S01AX01,Mercury compounds,fin/swe
S01AX02,Silver compounds,fin/swe
S01AX03,Zinc compounds,fin/swe
S01AX04,Nitrofural,fin/swe
S01AX05,Bibrocathol,fin/swe
S01AX06,Resorcinol,fin/swe
S01AX07,Sodium borate,fin/swe
S01AX08,Hexamidine,fin/swe
S01AX09,Chlorhexidine,fin/swe
S01AX10,Sodium propionate,fin/swe
S01AX14,Dibrompropamidine,fin/swe
S01AX15,Propamidine,fin/swe
S01AX16,Picloxydine,fin/swe
S01AX18,Povidone-iodine,fin/swe
S01BA,"Corticosteroids, plain",est/swe/lat/ice/den
S01BA01,Dexamethasone,fin/nor/swe
S01BA02,Hydrocortisone,fin/swe
S01BA03,Cortisone,fin/swe
S01BA04,Prednisolone,fin/swe
S01BA05,Triamcinolone,fin/swe
S01BA06,Betamethasone,fin/swe
S01BA07,Fluorometholone,fin/swe
S01BA08,Medrysone,fin/swe
S01BA09,Clobetasone,fin/swe
S01BA10,Alclometasone,fin/swe
S01BA11,Desonide,fin/swe
S01BA12,Formocortal,fin/swe
S01BA13,Rimexolone,fin/swe
S01BA14,Loteprednol,fin/swe
S01BA15,Fluocinolone acetonide,fin/swe
S01BB,Corticosteroids and mydriatics in combination,est/swe/lat/ice/den
S01BB01,Hydrocortisone and mydriatics,fin/swe
S01BB02,Prednisolone and mydriatics,fin/swe
S01BB03,Fluorometholone and mydriatics,fin/swe
S01BB04,Betamethasone and mydriatics,fin/swe
S01BC,"Antiinflammatory agents, non-steroids",est/swe/lat/ice/den
S01BC01,Indometacin,fin/swe
S01BC02,Oxyphenbutazone,fin/swe
S01BC03,Diclofenac,fin/swe
S01BC04,Flurbiprofen,fin/swe
S01BC05,Ketorolac,fin/swe
S01BC06,Piroxicam,fin/swe
S01BC07,Bendazac,fin/swe
S01BC08,Salicylic acid,fin/swe
S01BC09,Pranoprofen,fin/swe
S01BC10,Nepafenac,fin/swe
S01BC11,Bromfenac,fin/swe
S01CA,Corticosteroids and antiinfectives in combination,est/swe/lat/ice/den
S01CA01,Dexamethasone and antiinfectives,fin/swe
S01CA02,Prednisolone and antiinfectives,fin/swe
S01CA03,Hydrocortisone and antiinfectives,fin/swe
S01CA04,Fluocortolone and antiinfectives,fin/swe
S01CA05,Betamethasone and antiinfectives,fin/swe
S01CA06,Fludrocortisone and antiinfectives,fin/swe
S01CA07,Fluorometholone and antiinfectives,fin/swe
S01CA08,Methylprednisolone and antiinfectives,fin/swe
S01CA09,Chloroprednisone and antiinfectives,fin/swe
S01CA10,Fluocinolone acetonide and antiinfectives,fin/swe
S01CA11,Clobetasone and antiinfectives,fin/swe
S01CB,Corticosteroids/antiinfectives/mydriatics in combination,est/swe/lat/ice/den
S01CB01,Dexamethasone,fin/swe
S01CB02,Prednisolone,fin/swe
S01CB03,Hydrocortisone,fin/swe
S01CB04,Betamethasone,fin/swe
S01CB05,Fluorometholone,fin/swe
S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",est/swe/lat/ice/den
S01CC01,Diclofenac and antiinfectives,fin/swe
S01CC02,Indometacin and antiinfectives,fin/swe
S01EA,Sympathomimetics in glaucoma therapy,est/swe/lat/ice/den
S01EA01,Epinephrine,fin/swe
S01EA02,Dipivefrine,fin/swe
S01EA03,Apraclonidine,fin/swe
S01EA04,Clonidine,fin/swe
S01EA05,Brimonidine,fin/swe
S01EA51,"Epinephrine, combinations",fin/swe
S01EB,Parasympathomimetics,est/swe/lat/ice/den
S01EB01,Pilocarpine,fin/swe
S01EB02,Carbachol,fin/swe
S01EB03,Ecothiopate,fin/swe
S01EB04,Demecarium,fin/swe
S01EB05,Physostigmine,fin/swe
S01EB06,Neostigmine,fin/swe
S01EB07,Fluostigmine,fin/swe
S01EB08,Aceclidine,fin/swe
S01EB09,Acetylcholine,fin/swe
S01EB10,Paraoxon,fin/swe
S01EB51,"Pilocarpine, combinations",fin/swe
S01EB58,"Aceclidine, combinations",fin/swe
S01EC,Carbonic anhydrase inhibitors,est/swe/lat/ice/den
S01EC01,Acetazolamide,fin/swe
S01EC02,Diclofenamide,fin/swe
S01EC03,Dorzolamide,fin/swe
S01EC04,Brinzolamide,fin/swe
S01EC05,Methazolamide,fin/swe
S01EC54,"Brinzolamide, combinations",fin/swe
S01ED,Beta blocking agents,est/swe/lat/ice/den
S01ED01,Timolol,fin/swe
S01ED02,Betaxolol,fin/swe
S01ED03,Levobunolol,fin/swe
S01ED04,Metipranolol,fin/swe
S01ED05,Carteolol,fin/swe
S01ED06,Befunolol,fin/swe
S01ED51,"Timolol, combinations",fin/swe
S01ED52,"Betaxolol, combinations",fin/swe
S01ED54,"Metipranolol, combinations",fin/swe
S01ED55,"Carteolol, combinations",fin/swe
S01EE,Prostaglandin analogues,est/swe/lat/ice/den
S01EE01,Latanoprost,fin/swe
S01EE02,Unoprostone,fin/swe
S01EE03,Bimatoprost,fin/swe
S01EE04,Travoprost,fin/swe
S01EE05,Tafluprost,fin/swe
S01EE06,Latanoprostene bunod,fin/swe
S01EE51,Latanoprost and netarsudil,fin/swe
S01EX,Other antiglaucoma preparations,est/swe/lat/ice/den
S01EX01,Guanethidine,fin/swe
S01EX02,Dapiprazole,fin/swe
S01EX05,Netarsudil,fin/swe
S01EX06,Omidenepag,fin/swe
S01EX07,Ripasudil,fin/swe
S01FA,Anticholinergics,est/swe/lat/ice/den
S01FA01,Atropine,fin/swe
S01FA02,Scopolamine,fin/swe
S01FA03,Methylscopolamine,fin/swe
S01FA04,Cyclopentolate,fin/swe
S01FA05,Homatropine,fin/swe
S01FA06,Tropicamide,fin/swe
S01FA54,"Cyclopentolate, combinations",fin/swe
S01FA56,"Tropicamide, combinations",fin/swe
S01FB,Sympathomimetics excl. antiglaucoma preparations,est/swe/lat/ice/den
S01FB01,Phenylephrine,fin/swe
S01FB02,Ephedrine,fin/swe
S01FB03,Ibopamine,fin/swe
S01FB51,Phenylephrine and ketorolac,fin/swe
S01GA,Sympathomimetics used as decongestants,est/swe/lat/ice/den
S01GA01,Naphazoline,fin/swe
S01GA02,Tetryzoline,fin/swe
S01GA03,Xylometazoline,fin/swe
S01GA04,Oxymetazoline,fin/swe
S01GA05,Phenylephrine,fin/swe
S01GA06,Oxedrine,fin/swe
S01GA07,Brimonidine,fin/swe
S01GA51,"Naphazoline, combinations",fin/swe
S01GA52,"Tetryzoline, combinations",fin/swe
S01GA53,"Xylometazoline, combinations",fin/swe
S01GA55,"Phenylephrine, combinations",fin/swe
S01GA56,"Oxedrine, combinations",fin/swe
S01GX,Other antiallergics,est/swe/lat/ice/den
S01GX01,Cromoglicic acid,fin/swe
S01GX02,Levocabastine,fin/swe
S01GX03,Spaglumic acid,fin/swe
S01GX04,Nedocromil,fin/swe
S01GX05,Lodoxamide,fin/swe
S01GX06,Emedastine,fin/swe
S01GX07,Azelastine,fin/swe
S01GX08,Ketotifen,fin/swe
