ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
70800313900,408D031390,209G,0,+,8.0,,,,S,08S82,,,,,,,,,,fin
70800314000,408D031400,209G,0,+,8.0,,,,S,08S82,,,,,,,,,,den/est/ice/lat
70800314010,408D031401,209H,0,+,8.0,,,,S,08S82,,,,,,,,,,nor
70800314100,408D031410,209G,0,+,8.0,,,,S,08S83,,,,,,,,,,den/est/fin/ice/lat
70800314110,408D031411,209I,0,+,8.0,,,,S,08S83,,,,,,,,,,nor
70800401000,408D040100,217X,0,+,8.0,,,,S,08S02,,-08X14,,,,,,,,den/est/fin/ice/lat/nor
70800401001,408D0401001,217M,0,+,8.0,,,2.0,S,08S02,,-08X14,,,,,,,,swe
70800401050,408D040105,217C,0,+,8.0,,,1.0,S,08S02,,-08X14,,,,,,,,swe
70800401090,408D040109,217N,0,+,8.0,,,,S,08S02,,-08X14,,,,,,,,swe
70800510000,408D051000,214A,0,+,8.0,,,,S,08S16,,,,,,,,,,den/est/fin/ice/lat/nor
70800511000,408D051100,214A,0,+,8.0,,,,S,08S14,08S15,,,,,,,,,den/est/fin/ice/lat/nor
70800511050,408D051105,514C,0,+,8.0,,,1.0,S,08S14,08S15,,,,,,,,,swe
70800511060,408D051106,514C,0,+,8.0,,,1.0,S,08S16,,,,,,,,,,swe
70800511080,408D051108,514N,0,+,8.0,,,,S,08S14,08S15,,,,,,,,,swe
70800511090,408D051109,514N,0,+,8.0,,,,S,08S16,,,,,,,,,,swe
70800512000,408D051200,214B,0,+,8.0,,,1.0,S,08S14,,,,,,,,,,den/est/fin/ice/lat/nor
70800513000,408D051300,214B,0,+,8.0,,,1.0,S,08S15,,,,,,,,,,den/est/fin/ice/lat/nor
70800513070,408D051307,214C,0,+,8.0,,,1.0,S,08S14,,,,,,,,,,swe
70800513080,408D051308,214C,0,+,8.0,,,1.0,S,08S15,,,,,,,,,,swe
70800513090,408D051309,214C,0,+,8.0,,,1.0,S,08S18,,,,,,,,,,swe
70800513100,408D051310,214B,0,+,8.0,,,1.0,S,08S18,,,,,,,,,,ice/nor
70800513200,408D051320,214B,0,+,8.0,,,1.0,S,08S18,,,,,,,,,,est/fin/lat
70800514000,408D051400,214C,0,+,8.0,,,1.0,S,08S08,,,,,,,,,,den/est/fin/ice/lat/nor
70800514090,408D051409,215C,0,+,8.0,,,1.0,S,08S08,,,,,,,,,,swe
70800514100,408D051410,214C,0,+,8.0,,,1.0,,08S08,,00X10,,,,,,,,den/est/fin/ice/lat
70800515000,408D051500,215B,0,+,8.0,,,,S,08S14,,,,,,,,,,den/est/ice/lat/nor
70800515001,408D0515001,214N,0,+,8.0,,,,S,08S14,,,,,,,,,,swe
70800515100,408D051510,215B,0,+,8.0,,,,S,08S14,,,,,,,,,,fin
70800516000,408D051600,215B,0,+,8.0,,,,S,08S15,,,,,,,,,,den/est/fin/ice/lat/nor
70800516001,408D0516001,214N,0,+,8.0,,,,S,08S15,,,,,,,,,,swe
70800517000,408D051700,215B,0,+,8.0,,,,S,08S18,,,,,,,,,,den/est/fin/ice/lat/nor
70800517001,408D0517001,214N,0,+,8.0,,,,S,08S18,,,,,,,,,,swe
70800518000,408D051800,213X,0,+,8.0,,,,S,08S06,,,,,,,,,,fin
70800518001,408D0518001,210A,0,+,8.0,,,1.0,S,08S78,,,,,,>6574,,,,nor
70800518100,408D051810,213X,0,+,8.0,,,,,08S06,,00X10,,,,,,,,fin
70800519000,408D051900,210A,0,+,8.0,,,1.0,S,08S78,,,,,,>6574,,,,fin
70800519001,408D0519001,211A,0,+,8.0,,,,S,08S78,,,,,,>6574,,,,nor
70800520000,408D052000,213X,0,+,8.0,,,,S,08S06,,,,,,,,,,den/est/ice/lat/nor/swe
70800520001,408D0520001,211A,0,+,8.0,,,,S,08S78,,,,,,>6574,,,,fin
70800520100,408D052010,213X,0,+,8.0,,,,,08S06,,00X10,,,,,,,,den/est/ice/lat
70800520600,408D052060,210A,0,+,8.0,,,1.0,S,08S78,,,,,,>6574,,,,ice
70800520800,408D052080,210A,0,+,8.0,,,1.0,S,08S78,,,,,,>6574,,,,den/est/lat/swe
70800520801,408D0520801,211A,0,+,8.0,,,,S,08S78,,,,,,>6574,,,,ice
70800520900,408D052090,211A,0,+,8.0,,,,S,08S78,,,,,,>6574,,,,den/est/lat/swe
70800520970,408D052097,491M,0,+,8.0,,,2.0,S,08S60,,,,,,,,,,swe
70800520980,408D052098,491X,0,+,8.0,,,,S,08S60,,,,,,,,,,den/est/fin/ice/lat/nor
70800520981,408D0520981,491N,0,+,8.0,,,,S,08S60,,,,,,,,,,swe
70800521000,408D052100,210N,0,+,8.0,,,1.0,S,08S71,,,,,,>6574,,,,den/est/fin/ice/lat/swe
70800521100,408D052110,210N,0,+,8.0,,,1.0,,08S71,,00X10,,,,>6574,,,,den/est/fin/ice/lat/swe
70800521101,408D0521101,210N,0,+,8.0,,,1.0,S,08S71,,,,,,>6574,,,,nor
70800522000,408D052200,210N,0,+,8.0,,,1.0,S,08S43,,08X20,,,,>6574,,,,den/est/fin/ice/lat/swe
70800522200,408D052220,210N,0,+,8.0,,,1.0,S,08S43,,08X20,,,,>6574,,,,nor
70800531000,408D053100,211N,0,+,8.0,,,,S,08S71,,,,,,>6574,,,,den/est/fin/ice/lat/swe
70800531100,408D053110,211N,0,+,8.0,,,,,08S71,,00X10,,,,>6574,,,,den/est/fin/ice/lat/swe
70800531101,408D0531101,211N,0,+,8.0,,,,S,08S71,,,,,,>6574,,,,nor
70800532000,408D053200,211N,0,+,8.0,,,,S,08S43,,08X20,,,,>6574,,,,den/est/fin/ice/lat/swe
70800532200,408D053220,211N,0,+,8.0,,,,S,08S43,,08X20,,,,>6574,,,,nor
70800532900,408D053290,212X,0,+,8.0,,,,S,08S71,,,,,,,,,,nor
70800532910,408D053291,212X,0,+,8.0,,,,S,08S43,,08X20,,,,,,,,nor
70800533000,408D053300,216X,0,+,8.0,,,,S,08S04,,,,,,,,,,den/est/ice/lat/nor
70800534000,408D053400,216X,0,+,8.0,,,,,08S04,,00X10,,,,,,,,den/est/fin/ice/lat
70800541000,408D054100,212X,0,+,8.0,,,,S,08S71,,,,,,,,,,den/est/fin/ice/lat
70800541050,408D054105,212C,0,+,8.0,,,1.0,S,08S71,,,,,,,,,,swe
70800541070,408D054107,212C,0,+,8.0,,,1.0,,08S71,,00X10,,,,,,,,swe
70800541080,408D054108,212C,0,+,8.0,,,1.0,S,08S43,,08X20,,,,,,,,swe
70800541090,408D054109,212N,0,+,8.0,,,,S,08S71,,,,,,,,,,swe
70800541100,408D054110,212X,0,+,8.0,,,,,08S71,,00X10,,,,,,,,den/est/fin/ice/lat
70800541101,408D0541101,212N,0,+,8.0,,,,,08S71,,00X10,,,,,,,,swe
70800542000,408D054200,212X,0,+,8.0,,,,S,08S43,,08X20,,,,,,,,den/est/fin/ice/lat
70800542090,408D054209,212N,0,+,8.0,,,,S,08S43,,08X20,,,,,,,,swe
70800550000,408D055000,216C,0,+,8.0,,,1.0,S,08S04,,,,,,,,,,swe
70800550100,408D055010,216C,0,+,8.0,,,1.0,,08S04,,00X10,,,,,,,,swe
70800550200,408D055020,216N,0,+,8.0,,,,S,08S04,,,,,,,,,,swe
70800550300,408D055030,216N,0,+,8.0,,,,,08S04,,00X10,,,,,,,,swe
70801024000,408D102400,215C,0,+,8.0,,,,S,08S08,,,,,,,,,,den/est/fin/ice/lat/nor
70801024001,408D1024001,215N,0,+,8.0,,,,S,08S08,,,,,,,,,,swe
70801024100,408D102410,215C,0,+,8.0,,,,,08S08,,00X10,,,,,,,,den/est/ice/lat
70801025000,408D102500,215C,0,+,8.0,,,,,08S08,,00X10,,,,,,,,fin
70801200050,408D120005,221M,0,+,8.0,,,2.0,S,08S72,,,,,,,,,,swe
70801200060,408D120006,221M,0,+,8.0,,,2.0,,08S72,,00X10,,,,,,,,swe
70801201050,408D120105,221M,0,+,8.0,,,2.0,S,08S75,,08X10,,,,,,,,swe
70801201060,408D120106,221M,0,+,8.0,,,2.0,,08S75,,08X10,00X10,,,,,,,swe
70801203050,408D120305,221M,0,+,8.0,,,2.0,S,08S44,,08X10,08X20,,,,,,,swe
70801209000,408D120900,221X,0,+,8.0,,,1.0,S,08S72,,,,,,,,,,fin
70801210000,408D121000,221X,0,+,8.0,,,1.0,S,08S72,,,,,,,,,,den/est/ice/lat/nor
70801210001,408D1210001,221X,0,+,8.0,,,1.0,,08S72,,00X10,,,,,,,,fin
70801210050,408D121005,221C,0,+,8.0,,,1.0,S,08S72,,,,,,,,,,swe
70801210060,408D121006,221C,0,+,8.0,,,1.0,,08S72,,00X10,,,,,,,,swe
70801210100,408D121010,221X,0,+,8.0,,,1.0,,08S72,,00X10,,,,,,,,den/est/ice/lat
70801211000,408D121100,221X,0,+,8.0,,,1.0,S,08S75,,08X10,,,,,,,,den/est/fin/ice/lat/nor
70801211050,408D121105,221C,0,+,8.0,,,1.0,S,08S75,,08X10,,,,,,,,swe
70801211060,408D121106,221C,0,+,8.0,,,1.0,,08S75,,08X10,00X10,,,,,,,swe
70801211100,408D121110,221X,0,+,8.0,,,1.0,,08S75,,08X10,00X10,,,,,,,den/est/ice/lat
70801212000,408D121200,221X,0,+,8.0,,,1.0,,08S75,,08X10,00X10,,,,,,,fin
70801213000,408D121300,221X,0,+,8.0,,,1.0,S,08S44,,08X10,08X20,,,,,,,den/est/fin/ice/lat/nor
70801213050,408D121305,221C,0,+,8.0,,,1.0,S,08S44,,08X10,08X20,,,,,,,swe
70801221000,408D122100,222X,0,+,8.0,,,,S,08S72,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70801221100,408D122110,222X,0,+,8.0,,,,,08S72,,00X10,,,,,,,,den/est/fin/ice/lat/swe
70801222000,408D122200,222X,0,+,8.0,,,,S,08S75,,08X10,,,,,,,,den/est/fin/ice/lat/nor/swe
70801222100,408D122210,222X,0,+,8.0,,,,,08S75,,08X10,00X10,,,,,,,den/est/fin/ice/lat/swe
70801223000,408D122300,222X,0,+,8.0,,,,S,08S44,,08X10,08X20,,,,,,,den/est/fin/ice/lat/nor/swe
70801410100,408D141010,218M,0,+,8.0,,,2.0,S,08S53,,,,,,>6574,,,,swe
70801410200,408D141020,218M,0,+,8.0,,,2.0,S,08S73,,,,,,>6574,,,,swe
70801410300,408D141030,218M,0,+,8.0,,,2.0,S,08S75,,,,,,>6574,,,,swe
70801410310,408D141031,218M,0,+,8.0,,,2.0,,08S75,,00X10,,,,>6574,,,,swe
70801410400,408D141040,218M,0,+,8.0,,,2.0,S,08S44,,08X20,,,,>6574,,,,swe
70801410500,408D141050,218M,0,+,8.0,,,2.0,S,08S76,,-08X12,,,,>6574,,,,swe
70801410510,408D141051,218M,0,+,8.0,,,2.0,,08S76,,-08X12,00X10,,,>6574,,,,swe
70801410600,408D141060,218M,0,+,8.0,,,2.0,S,08S76,,08X15,,,,>6574,,,,swe
70801410610,408D141061,218M,0,+,8.0,,,2.0,,08S76,,08X15,00X10,,,>6574,,,,swe
70801410700,408D141070,218M,0,+,8.0,,,2.0,S,08S45,,-08X12,08X20,,,>6574,,,,swe
70801410900,408D141090,218M,0,+,8.0,,,2.0,S,08S50,,-08X13,,,,>6574,,,,swe
70801411000,408D141100,218M,0,+,8.0,,,2.0,S,08S50,,08X11,,,,>6574,,,,swe
70801411100,408D141110,218M,0,+,8.0,,,2.0,S,08S40,,-08X13,08X20,,,>6574,,,,swe
70801411200,408D141120,218M,0,+,8.0,,,2.0,S,08S40,,08X11,08X20,,,>6574,,,,swe
70801510100,408D151010,218X,0,+,8.0,,,1.0,S,08S53,,,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510101,408D1510101,218C,0,+,8.0,,,1.0,S,08S53,,,,,,>6574,,,,swe
70801510200,408D151020,218X,0,+,8.0,,,1.0,S,08S73,,,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510201,408D1510201,218C,0,+,8.0,,,1.0,S,08S73,,,,,,>6574,,,,swe
70801510300,408D151030,218X,0,+,8.0,,,1.0,S,08S75,,,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510301,408D1510301,218C,0,+,8.0,,,1.0,S,08S75,,,,,,>6574,,,,swe
70801510310,408D151031,218X,0,+,8.0,,,1.0,,08S75,,00X10,,,,>6574,,,,den/est/fin/ice/lat
70801510311,408D1510311,218C,0,+,8.0,,,1.0,,08S75,,00X10,,,,>6574,,,,swe
70801510400,408D151040,218X,0,+,8.0,,,1.0,S,08S44,,08X20,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510401,408D1510401,218C,0,+,8.0,,,1.0,S,08S44,,08X20,,,,>6574,,,,swe
70801510500,408D151050,218X,0,+,8.0,,,1.0,S,08S76,,-08X12,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510501,408D1510501,218C,0,+,8.0,,,1.0,S,08S76,,-08X12,,,,>6574,,,,swe
70801510510,408D151051,218X,0,+,8.0,,,1.0,,08S76,,-08X12,00X10,,,>6574,,,,den/est/fin/ice/lat
70801510511,408D1510511,218C,0,+,8.0,,,1.0,,08S76,,-08X12,00X10,,,>6574,,,,swe
70801510600,408D151060,218X,0,+,8.0,,,1.0,S,08S76,,08X15,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510601,408D1510601,218C,0,+,8.0,,,1.0,S,08S76,,08X15,,,,>6574,,,,swe
70801510610,408D151061,218X,0,+,8.0,,,1.0,,08S76,,08X15,00X10,,,>6574,,,,den/est/fin/ice/lat
70801510611,408D1510611,218C,0,+,8.0,,,1.0,,08S76,,08X15,00X10,,,>6574,,,,swe
70801510700,408D151070,218X,0,+,8.0,,,1.0,S,08S45,,-08X12,08X20,,,>6574,,,,den/est/fin/ice/lat/nor
70801510701,408D1510701,218C,0,+,8.0,,,1.0,S,08S45,,-08X12,08X20,,,>6574,,,,swe
70801510800,408D151080,218X,0,+,8.0,,,1.0,S,08S45,,08X15,08X20,,,>6574,,,,nor
70801510900,408D151090,218X,0,+,8.0,,,1.0,S,08S50,,-08X13,,,,>6574,,,,den/est/fin/ice/lat/nor
70801510901,408D1510901,218C,0,+,8.0,,,1.0,S,08S50,,-08X13,,,,>6574,,,,swe
70801511000,408D151100,218X,0,+,8.0,,,1.0,S,08S50,,08X11,,,,>6574,,,,den/est/fin/ice/lat/nor
70801511001,408D1511001,218C,0,+,8.0,,,1.0,S,08S50,,08X11,,,,>6574,,,,swe
70801511100,408D151110,218X,0,+,8.0,,,1.0,S,08S40,,-08X13,08X20,,,>6574,,,,den/est/fin/ice/lat/nor
70801511101,408D1511101,218C,0,+,8.0,,,1.0,S,08S40,,-08X13,08X20,,,>6574,,,,swe
70801511200,408D151120,218X,0,+,8.0,,,1.0,S,08S40,,08X11,08X20,,,>6574,,,,den/est/fin/ice/lat/nor
70801511201,408D1511201,218C,0,+,8.0,,,1.0,S,08S40,,08X11,08X20,,,>6574,,,,swe
70801520100,408D152010,219X,0,+,8.0,,,,S,08S53,,,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520200,408D152020,219X,0,+,8.0,,,,S,08S73,,,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520300,408D152030,219X,0,+,8.0,,,,S,08S75,,,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520310,408D152031,219X,0,+,8.0,,,,,08S75,,00X10,,,,>6574,,,,den/est/fin/ice/lat/swe
70801520400,408D152040,219X,0,+,8.0,,,,S,08S44,,08X20,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520500,408D152050,219X,0,+,8.0,,,,S,08S76,,-08X12,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520510,408D152051,219X,0,+,8.0,,,,,08S76,,-08X12,00X10,,,>6574,,,,den/est/fin/ice/lat/swe
70801520600,408D152060,219X,0,+,8.0,,,,S,08S76,,08X15,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520610,408D152061,219X,0,+,8.0,,,,,08S76,,08X15,00X10,,,>6574,,,,den/est/fin/ice/lat/swe
70801520700,408D152070,219X,0,+,8.0,,,,S,08S45,,-08X12,08X20,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801520800,408D152080,219X,0,+,8.0,,,,S,08S45,,08X15,08X20,,,>6574,,,,nor
70801520900,408D152090,219X,0,+,8.0,,,,S,08S50,,-08X13,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801521000,408D152100,219X,0,+,8.0,,,,S,08S50,,08X11,,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801521100,408D152110,219X,0,+,8.0,,,,S,08S40,,-08X13,08X20,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801521200,408D152120,219X,0,+,8.0,,,,S,08S40,,08X11,08X20,,,>6574,,,,den/est/fin/ice/lat/nor/swe
70801701100,408D170110,220C,0,+,8.0,,,1.0,S,08S53,,,,,,,,,,swe
70801702100,408D170210,220C,0,+,8.0,,,1.0,S,08S73,,,,,,,,,,swe
70801703100,408D170310,220C,0,+,8.0,,,1.0,S,08S75,,,,,,,,,,swe
70801703110,408D170311,220C,0,+,8.0,,,1.0,,08S75,,00X10,,,,,,,,swe
70801704100,408D170410,220C,0,+,8.0,,,1.0,S,08S44,,08X20,,,,,,,,swe
70801705100,408D170510,220C,0,+,8.0,,,1.0,S,08S76,,-08X12,,,,,,,,swe
70801705110,408D170511,220C,0,+,8.0,,,1.0,,08S76,,-08X12,00X10,,,,,,,swe
70801706100,408D170610,220C,0,+,8.0,,,1.0,S,08S76,,08X15,,,,,,,,swe
70801706110,408D170611,220C,0,+,8.0,,,1.0,,08S76,,08X15,00X10,,,,,,,swe
70801707100,408D170710,220C,0,+,8.0,,,1.0,S,08S45,,-08X12,08X20,,,,,,,swe
70801709100,408D170910,220C,0,+,8.0,,,1.0,S,08S50,,-08X13,,,,,,,,swe
70801710100,408D171010,220C,0,+,8.0,,,1.0,S,08S50,,08X11,,,,,,,,swe
70801711100,408D171110,220C,0,+,8.0,,,1.0,S,08S40,,-08X13,08X20,,,,,,,swe
70801712100,408D171210,220C,0,+,8.0,,,1.0,S,08S40,,08X11,08X20,,,,,,,swe
70801801100,408D180110,220X,0,+,8.0,,,,S,08S53,,,,,,,,,,den/est/fin/ice/lat/nor
70801801101,408D1801101,220N,0,+,8.0,,,,S,08S53,,,,,,,,,,swe
70801802100,408D180210,220X,0,+,8.0,,,,S,08S73,,,,,,,,,,den/est/fin/ice/lat/nor
70801802101,408D1802101,220N,0,+,8.0,,,,S,08S73,,,,,,,,,,swe
70801803100,408D180310,220X,0,+,8.0,,,,S,08S75,,,,,,,,,,den/est/fin/ice/lat/nor
70801803101,408D1803101,220N,0,+,8.0,,,,S,08S75,,,,,,,,,,swe
70801803110,408D180311,220X,0,+,8.0,,,,,08S75,,00X10,,,,,,,,den/est/fin/ice/lat
70801803111,408D1803111,220N,0,+,8.0,,,,,08S75,,00X10,,,,,,,,swe
70801804100,408D180410,220X,0,+,8.0,,,,S,08S44,,08X20,,,,,,,,den/est/fin/ice/lat/nor
70801804101,408D1804101,220N,0,+,8.0,,,,S,08S44,,08X20,,,,,,,,swe
70801805100,408D180510,220X,0,+,8.0,,,,S,08S76,,-08X12,,,,,,,,den/est/fin/ice/lat/nor
70801805101,408D1805101,220N,0,+,8.0,,,,S,08S76,,-08X12,,,,,,,,swe
70801805110,408D180511,220X,0,+,8.0,,,,,08S76,,-08X12,00X10,,,,,,,den/est/fin/ice/lat
70801805111,408D1805111,220N,0,+,8.0,,,,,08S76,,-08X12,00X10,,,,,,,swe
70801806100,408D180610,220X,0,+,8.0,,,,S,08S76,,08X15,,,,,,,,den/est/fin/ice/lat/nor
70801806101,408D1806101,220N,0,+,8.0,,,,S,08S76,,08X15,,,,,,,,swe
70801806110,408D180611,220X,0,+,8.0,,,,,08S76,,08X15,00X10,,,,,,,den/est/fin/ice/lat
70801806111,408D1806111,220N,0,+,8.0,,,,,08S76,,08X15,00X10,,,,,,,swe
70801807100,408D180710,220X,0,+,8.0,,,,S,08S45,,-08X12,08X20,,,,,,,den/est/fin/ice/lat/nor
70801807101,408D1807101,220N,0,+,8.0,,,,S,08S45,,-08X12,08X20,,,,,,,swe
70801808100,408D180810,220X,0,+,8.0,,,,S,08S45,,08X15,08X20,,,,,,,nor
70801809100,408D180910,220X,0,+,8.0,,,,S,08S50,,-08X13,,,,,,,,den/est/fin/ice/lat/nor
70801809101,408D1809101,220N,0,+,8.0,,,,S,08S50,,-08X13,,,,,,,,swe
70801810100,408D181010,220X,0,+,8.0,,,,S,08S50,,08X11,,,,,,,,den/est/fin/ice/lat/nor
70801810101,408D1810101,220N,0,+,8.0,,,,S,08S50,,08X11,,,,,,,,swe
70801811100,408D181110,220X,0,+,8.0,,,,S,08S40,,-08X13,08X20,,,,,,,den/est/fin/ice/lat/nor
70801811101,408D1811101,220N,0,+,8.0,,,,S,08S40,,-08X13,08X20,,,,,,,swe
70801812100,408D181210,220X,0,+,8.0,,,,S,08S40,,08X11,08X20,,,,,,,den/est/fin/ice/lat/nor
70801812101,408D1812101,220N,0,+,8.0,,,,S,08S40,,08X11,08X20,,,,,,,swe
70802210100,408D221010,233X,0,+,8.0,,,1.0,S,08S20,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70802210110,408D221011,233X,0,+,8.0,,,1.0,,08S20,,00X10,,,,,,,,den/est/fin/ice/lat/swe
70802210200,408D221020,234X,0,+,8.0,,,,S,08S20,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70802210210,408D221021,234X,0,+,8.0,,,,,08S20,,00X10,,,,,,,,den/est/fin/ice/lat/swe
70802310000,408D231000,225X,0,+,8.0,,,,S,08S74,,,,,,,,,,den/est/ice/lat/nor
70802310001,408D2310001,225A,0,+,8.0,,,,S,08S77,,,,,,,,,,fin
70802310100,408D231010,225X,0,+,8.0,,,,,08S74,,00X10,,,,,,,,den/est/ice/lat
70802310101,408D2310101,225A,0,+,8.0,,,,,08S77,,00X10,,,,,,,,fin
70802310200,408D231020,225B,0,+,8.0,,,,S,08S74,,,,,,,,,,fin
70802310300,408D231030,225B,0,+,8.0,,,,,08S74,,00X10,,,,,,,,fin
70802310400,408D231040,225B,0,+,8.0,,,,S,08S76,,,,,,,,,,fin
70802310500,408D231050,225B,0,+,8.0,,,,,08S76,,00X10,,,,,,,,fin
70802311000,408D231100,225X,0,+,8.0,,,,S,08S76,,,,,,,,,,den/est/ice/lat/nor
70802311001,408D2311001,225B,0,+,8.0,,,,S,08S45,,08X20,,,,,,,,fin
70802311002,408D2311002,225N,0,+,8.0,,,,S,08S74,,,,,,,,,,swe
70802311040,408D231104,225N,0,+,8.0,,,,,08S74,,00X10,,,,,,,,swe
70802311050,408D231105,225N,0,+,8.0,,,,S,08S76,,,,,,,,,,swe
70802311060,408D231106,225N,0,+,8.0,,,,,08S76,,00X10,,,,,,,,swe
70802311070,408D231107,225N,0,+,8.0,,,,S,08S45,,08X20,,,,,,,,swe
70802311080,408D231108,225N,0,+,8.0,,,,S,08S47,,08X21,,,,,,,,swe
70802311090,408D231109,225N,0,+,8.0,,,,,08S47,,08X21,00X10,,,,,,,swe
70802311100,408D231110,225X,0,+,8.0,,,,,08S76,,00X10,,,,,,,,den/est/ice/lat
70802312000,408D231200,225X,0,+,8.0,,,,S,08S45,,08X20,,,,,,,,den/est/ice/lat/nor
70802313000,408D231300,225X,0,+,8.0,,,,S,08S47,,08X21,,,,,,,,den/est/ice/lat/nor
70802313001,408D2313001,225B,0,+,8.0,,,,S,08S47,,08X21,,,,,,,,fin
70802313100,408D231310,225X,0,+,8.0,,,,,08S47,,08X21,00X10,,,,,,,den/est/ice/lat
70802314000,408D231400,225B,0,+,8.0,,,,,08S47,,08X21,00X10,,,,,,,fin
70802399300,408D239930,223X,0,+,8.0,,,1.0,S,08S40,,08X20,,,,,,,,den/est/fin/ice/lat/nor
70802399301,408D2399301,223C,0,+,8.0,,,1.0,S,08S40,,08X20,,,,,,,,swe
70802399400,408D239940,223X,0,+,8.0,,,1.0,S,08S41,,08X20,,,,,,,,den/est/fin/ice/lat/nor
70802399401,408D2399401,223C,0,+,8.0,,,1.0,S,08S41,,08X20,,,,,,,,swe
70802399500,408D239950,223X,0,+,8.0,,,1.0,S,08S50,,,,,,,,,,den/est/fin/ice/lat/nor
70802399501,408D2399501,223C,0,+,8.0,,,1.0,S,08S50,,,,,,,,,,swe
70802399600,408D239960,223X,0,+,8.0,,,,S,08S51,,,,,,,,,,den/est/fin/ice/lat/nor
70802399601,408D2399601,223C,0,+,8.0,,,,S,08S51,,,,,,,,,,swe
70802399700,408D239970,223X,0,+,8.0,,,1.0,S,08S52,,,,,,,,,,den/est/fin/ice/lat/nor
70802399701,408D2399701,223C,0,+,8.0,,,1.0,S,08S52,,,,,,,,,,swe
70802399710,408D239971,223X,0,+,8.0,,,1.0,,08S52,,00X10,,,,,,,,den/est/fin/ice/lat
70802399711,408D2399711,223C,0,+,8.0,,,1.0,,08S52,,00X10,,,,,,,,swe
70802399800,408D239980,223X,0,+,8.0,,,,S,08S55,,,,,,,,,,den/est/fin/ice/lat/nor
70802399801,408D2399801,223C,0,+,8.0,,,,S,08S55,,,,,,,,,,swe
70802399900,408D239990,223X,0,+,8.0,,,1.0,S,08S56,,,,,,,,,,den/est/fin/ice/lat/nor
70802399901,408D2399901,223C,0,+,8.0,,,1.0,S,08S56,,,,,,,,,,swe
70802399910,408D239991,223X,0,+,8.0,,,1.0,,08S56,,00X10,,,,,,,,den/est/fin/ice/lat
70802399911,408D2399911,223C,0,+,8.0,,,1.0,,08S56,,00X10,,,,,,,,swe
70802400000,408D240000,224A,0,+,8.0,,,,S,08S54,,,,,,,,,,nor
70802400050,408D240005,224B,0,+,8.0,,,,S,08S59,,,,,,,,,,nor
70802400100,408D240010,224X,0,+,,,08P01,,S,08S98,-,,,,,,,,,den/est/fin/ice/lat/swe
70802410100,408D241010,228X,0,+,8.0,,,1.0,S,08S42,,08X20,,,,,,,,den/est/fin/ice/lat/nor
70802410101,408D2410101,228C,0,+,8.0,,,1.0,S,08S42,,08X20,,,,,,,,swe
70802410200,408D241020,228X,0,+,8.0,,,,S,08S57,,,,,,,,,,den/est/fin/ice/lat/nor
70802410201,408D2410201,228C,0,+,8.0,,,,S,08S57,,,,,,,,,,swe
70802410300,408D241030,228X,0,+,8.0,,,1.0,S,08S58,,,,,,,,,,den/est/fin/ice/lat/nor
70802410301,408D2410301,228C,0,+,8.0,,,1.0,S,08S58,,,,,,,,,,swe
70802410310,408D241031,228X,0,+,8.0,,,1.0,,08S58,,00X10,,,,,,,,den/est/fin/ice/lat
70802410311,408D2410311,228C,0,+,8.0,,,1.0,,08S58,,00X10,,,,,,,,swe
70802410400,408D241040,228X,0,+,8.0,,,1.0,S,08S46,,08X21,,,,,,,,den/est/fin/ice/lat/nor
70802410401,408D2410401,228C,0,+,8.0,,,1.0,S,08S46,,08X21,,,,,,,,swe
70802410410,408D241041,228X,0,+,8.0,,,1.0,,08S46,,08X21,00X10,,,,,,,den/est/fin/ice/lat
70802410411,408D2410411,228C,0,+,8.0,,,1.0,,08S46,,08X21,00X10,,,,,,,swe
70802420000,408D242000,229X,0,+,8.0,,,,S,08S02,,08X14,,,,,,,,den/est/fin/ice/lat/nor
70802420001,408D2420001,228N,0,+,8.0,,,,S,08S02,,08X14,,,,,,,,swe
70802420100,408D242010,229X,0,+,8.0,,,,S,08S42,,08X20,,,,,,,,den/est/fin/ice/lat/nor
70802420101,408D2420101,228N,0,+,8.0,,,,S,08S42,,08X20,,,,,,,,swe
70802420200,408D242020,229X,0,+,8.0,,,,S,08S58,,,,,,,,,,den/est/fin/ice/lat/nor
