code_plus,text_plus,ast,nat_ver
Q4420,Atresia of bile ducts,,est/swe/lat/ice/den/fin/nor
Q442A,Intrahepatic atresia of bile ducts,,fin
Q442B,Extrahepatic atresia of bile ducts,,fin
Q4430,Congenital stenosis and stricture of bile ducts,,est/swe/lat/ice/den/fin/nor
Q4440,Choledochal cyst,,est/swe/lat/ice/den/fin/nor
Q4450,Other congenital malformations of bile ducts,,est/swe/lat/ice/den/fin/nor
Q4460,Cystic disease of liver,,est/swe/lat/ice/den/fin/nor
Q4470,Other congenital malformations of liver,,est/swe/lat/ice/den/fin/nor
Q447A,Congenital absence of liver,,fin
Q447B,Alagille syndrome,,fin
Q4500,"Agenesis, aplasia and hypoplasia of pancreas",,est/swe/lat/ice/den/fin/nor
Q4510,Annular pancreas,,est/swe/lat/ice/den/fin/nor
Q4520,Congenital pancreatic cyst,,est/swe/lat/ice/den/fin/nor
Q4530,Other congenital malformations of pancreas and pancreatic duct,,est/swe/lat/ice/den/fin/nor
Q453A,Nesidioblastosis,,fin
Q4580,Other specified congenital malformations of digestive system,,est/swe/lat/ice/den/fin/nor
Q4590,"Congenital malformation of digestive system, unspecified",,est/swe/lat/ice/den/fin/nor
Q5000,Congenital absence of ovary,,est/swe/lat/ice/den/fin/nor
Q500A,Congenital absence of both ovaries,,fin
Q5010,Developmental ovarian cyst,,est/swe/lat/ice/den/fin/nor
Q5020,Congenital torsion of ovary,,est/swe/lat/ice/den/fin/nor
Q5030,Other congenital malformations of ovary,,est/swe/lat/ice/den/fin/nor
Q5040,Embryonic cyst of fallopian tube,,est/swe/lat/ice/den/fin/nor
Q5050,Embryonic cyst of broad ligament,,est/swe/lat/ice/den/fin/nor
Q5060,Other congenital malformations of fallopian tube and broad ligament,,est/swe/lat/ice/den/fin/nor
Q5100,Agenesis and aplasia of uterus,,est/swe/lat/ice/den/fin/nor
Q5110,Doubling of uterus with doubling of cervix and vagina,,est/swe/lat/ice/den/fin/nor
Q5120,Other doubling of uterus,,est/swe/lat/ice/den/fin/nor
Q5130,Bicornate uterus,,est/swe/lat/ice/den/fin/nor
Q5140,Unicornate uterus,,est/swe/lat/ice/den/fin/nor
Q5150,Agenesis and aplasia of cervix,,est/swe/lat/ice/den/fin/nor
Q5160,Embryonic cyst of cervix,,est/swe/lat/ice/den/fin/nor
Q5170,Congenital fistulae between uterus and digestive and urinary tracts,,est/swe/lat/ice/den/fin/nor
Q5180,Other congenital malformations of uterus and cervix,,est/swe/lat/ice/den/fin/nor
Q5190,"Congenital malformation of uterus and cervix, unspecified",,est/swe/lat/ice/den/fin/nor
Q5200,Congenital absence of vagina,,est/swe/lat/ice/den/fin/nor
Q5210,Doubling of vagina,,est/swe/lat/ice/den/fin/nor
Q5220,Congenital rectovaginal fistula,,est/swe/lat/ice/den/fin/nor
Q5230,Imperforate hymen,,est/swe/lat/ice/den/fin/nor
Q5240,Other congenital malformations of vagina,,est/swe/lat/ice/den/fin/nor
Q5250,Fusion of labia,,est/swe/lat/ice/den/fin/nor
Q5260,Congenital malformation of clitoris,,est/swe/lat/ice/den/fin/nor
Q5270,Other congenital malformations of vulva,,est/swe/lat/ice/den/fin/nor
Q5280,Other specified congenital malformations of female genitalia,,est/swe/lat/ice/den/fin/nor
Q5290,"Congenital malformation of female genitalia, unspecified",,est/swe/lat/ice/den/fin/nor
Q5300,Ectopic testis,,est/swe/lat/ice/den/fin/nor
Q5310,"Undescended testicle, unilateral",,est/swe/lat/ice/den/fin/nor
Q5320,"Undescended testicle, bilateral",,est/swe/lat/ice/den/fin/nor
Q5390,"Undescended testicle, unspecified",,est/swe/lat/ice/den/fin/nor
Q539A,Retractile testis,,fin
Q5400,"Hypospadias, balanic",,est/swe/lat/ice/den/fin/nor
Q5410,"Hypospadias, penile",,est/swe/lat/ice/den/fin/nor
Q5420,"Hypospadias, penoscrotal",,est/swe/lat/ice/den/fin/nor
Q5430,"Hypospadias, perineal",,est/swe/lat/ice/den/fin/nor
Q5440,Congenital chordee,,est/swe/lat/ice/den/fin/nor
Q5480,Other hypospadias,,est/swe/lat/ice/den/fin/nor
Q5490,"Hypospadias, unspecified",,est/swe/lat/ice/den/fin/nor
Q5500,Absence and aplasia of testis,,est/swe/lat/ice/den/fin/nor
Q550A,Congential absence of both testes,,fin
Q5510,Hypoplasia of testis and scrotum,,est/swe/lat/ice/den/fin/nor
Q5520,Other congenital malformations of testis and scrotum,,est/swe/lat/ice/den/fin/nor
Q5530,Atresia of vas deferens,,est/swe/lat/ice/den/fin/nor
Q5540,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",,est/swe/lat/ice/den/fin/nor
Q5550,Congenital absence and aplasia of penis,,est/swe/lat/ice/den/fin/nor
Q5560,Other congenital malformations of penis,,est/swe/lat/ice/den/fin/nor
Q5580,Other specified congenital malformations of male genital organs,,est/swe/lat/ice/den/fin/nor
Q5590,"Congenital malformation of male genital organ, unspecified",,est/swe/lat/ice/den/fin/nor
Q5600,"Hermaphroditism, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q5610,"Male pseudohermaphroditism, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q5620,"Female pseudohermaphroditism, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q5630,"Pseudohermaphroditism, unspecified",,est/swe/lat/ice/den/fin/nor
Q5640,"Indeterminate sex, unspecified",,est/swe/lat/ice/den/fin/nor
Q6000,"Renal agenesis, unilateral",,est/swe/lat/ice/den/fin/nor
Q6010,"Renal agenesis, bilateral",,est/swe/lat/ice/den/fin/nor
Q6020,"Renal agenesis, unspecified",,est/swe/lat/ice/den/fin/nor
Q6030,"Renal hypoplasia, unilateral",,est/swe/lat/ice/den/fin/nor
Q6040,"Renal hypoplasia, bilateral",,est/swe/lat/ice/den/fin/nor
Q6050,"Renal hypoplasia, unspecified",,est/swe/lat/ice/den/fin/nor
Q6060,Potter's syndrome,,est/swe/lat/ice/den/fin/nor
Q6100,Congenital single renal cyst,,est/swe/lat/ice/den/fin/nor
Q6110,"Polycystic kidney, autosomal recessive",,est/swe/lat/ice/den/fin/nor
Q6120,"Polycystic kidney, autosomal dominant",,est/swe/lat/ice/den/fin/nor
Q6130,"Polycystic kidney, unspecified",,est/swe/lat/ice/den/fin/nor
Q6140,Renal dysplasia,,est/swe/lat/ice/den/fin/nor
Q6150,Medullary cystic kidney,,est/swe/lat/ice/den/fin/nor
Q6180,Other cystic kidney diseases,,est/swe/lat/ice/den/fin/nor
Q6190,"Cystic kidney disease, unspecified",,est/swe/lat/ice/den/fin/nor
Q619A,Meckel–Gruber syndrome,,fin
Q6200,Congenital hydronephrosis,,est/swe/lat/ice/den/fin/nor
Q6210,Atresia and stenosis of ureter,,est/swe/lat/ice/den/fin/nor
Q6220,Congenital megaloureter,,est/swe/lat/ice/den/fin/nor
Q6230,Other obstructive defects of renal pelvis and ureter,,est/swe/lat/ice/den/fin/nor
Q6240,Agenesis of ureter,,est/swe/lat/ice/den/fin/nor
Q6250,Duplication of ureter,,est/swe/lat/ice/den/fin/nor
Q6260,Malposition of ureter,,est/swe/lat/ice/den/fin/nor
Q6270,Congenital vesico-uretero-renal reflux,,est/swe/lat/ice/den/fin/nor
Q6280,Other congenital malformations of ureter,,est/swe/lat/ice/den/fin/nor
Q6300,Accessory kidney,,est/swe/lat/ice/den/fin/nor
Q6310,"Lobulated, fused and horseshoe kidney",,est/swe/lat/ice/den/fin/nor
Q6320,Ectopic kidney,,est/swe/lat/ice/den/fin/nor
Q6330,Hyperplastic and giant kidney,,est/swe/lat/ice/den/fin/nor
Q6380,Other specified congenital malformations of kidney,,est/swe/lat/ice/den/fin/nor
Q6390,"Congenital malformation of kidney, unspecified",,est/swe/lat/ice/den/fin/nor
Q6400,Epispadias,,est/swe/lat/ice/den/fin/nor
Q6410,Exstrophy of urinary bladder,,est/swe/lat/ice/den/fin/nor
Q6420,Congenital posterior urethral valves,,est/swe/lat/ice/den/fin/nor
Q6430,Other atresia and stenosis of urethra and bladder neck,,est/swe/lat/ice/den/fin/nor
Q6440,Malformation of urachus,,est/swe/lat/ice/den/fin/nor
Q6450,Congenital absence of bladder and urethra,,est/swe/lat/ice/den/fin/nor
Q6460,Congenital diverticulum of bladder,,est/swe/lat/ice/den/fin/nor
Q6470,Other congenital malformations of bladder and urethra,,est/swe/lat/ice/den/fin/nor
Q6480,Other specified congenital malformations of urinary system,,est/swe/lat/ice/den/fin/nor
Q6490,"Congenital malformation of urinary system, unspecified",,est/swe/lat/ice/den/fin/nor
Q6500,"Congenital dislocation of hip, unilateral",,est/swe/lat/ice/den/fin/nor
Q6510,"Congenital dislocation of hip, bilateral",,est/swe/lat/ice/den/fin/nor
Q6520,"Congenital dislocation of hip, unspecified",,est/swe/lat/ice/den/fin/nor
Q6530,"Congenital subluxation of hip, unilateral",,est/swe/lat/ice/den/fin/nor
Q6540,"Congenital subluxation of hip, bilateral",,est/swe/lat/ice/den/fin/nor
Q6550,"Congenital subluxation of hip, unspecified",,est/swe/lat/ice/den/fin/nor
Q6560,Unstable hip,,est/swe/lat/ice/den/fin/nor
Q6580,Other congenital deformities of hip,,est/swe/lat/ice/den/fin/nor
Q6590,"Congenital deformity of hip, unspecified",,est/swe/lat/ice/den/fin/nor
Q6600,Talipes equinovarus,,est/swe/lat/ice/den/fin/nor
Q6610,Talipes calcaneovarus,,est/swe/lat/ice/den/fin/nor
Q6620,Metatarsus varus,,est/swe/lat/ice/den/fin/nor
Q6630,Other congenital varus deformities of feet,,est/swe/lat/ice/den/fin/nor
Q6640,Talipes calcaneovalgus,,est/swe/lat/ice/den/fin/nor
Q6650,Congenital pes planus,,est/swe/lat/ice/den/fin/nor
Q6660,Other congenital valgus deformities of feet,,est/swe/lat/ice/den/fin/nor
Q6670,Pes cavus,,est/swe/lat/ice/den/fin/nor
Q6680,Other congenital deformities of feet,,est/swe/lat/ice/den/fin/nor
Q6690,"Congenital deformity of feet, unspecified",,est/swe/lat/ice/den/fin/nor
Q6700,Facial asymmetry,,est/swe/lat/ice/den/fin/nor
Q6710,Compression facies,,est/swe/lat/ice/den/fin/nor
Q6720,Dolichocephaly,,est/swe/lat/ice/den/fin/nor
Q6730,Plagiocephaly,,est/swe/lat/ice/den/fin/nor
Q6740,"Other congenital deformities of skull, face and jaw",,est/swe/lat/ice/den/fin/nor
Q6750,Congenital deformity of spine,,est/swe/lat/ice/den/fin/nor
Q6760,Pectus excavatum,,est/swe/lat/ice/den/fin/nor
Q6770,Pectus carinatum,,est/swe/lat/ice/den/fin/nor
Q6780,Other congenital deformities of chest,,est/swe/lat/ice/den/fin/nor
Q6800,Congenital deformity of sternocleidomastoid muscle,,est/swe/lat/ice/den/fin/nor
Q6810,Congenital deformity of hand,,est/swe/lat/ice/den/fin/nor
Q6820,Congenital deformity of knee,,est/swe/lat/ice/den/fin/nor
Q6830,Congenital bowing of femur,,est/swe/lat/ice/den/fin/nor
Q6840,Congenital bowing of tibia and fibula,,est/swe/lat/ice/den/fin/nor
Q6850,"Congenital bowing of long bones of leg, unspecified",,est/swe/lat/ice/den/fin/nor
Q6880,Other specified congenital musculoskeletal deformities,,est/swe/lat/ice/den/fin/nor
Q6900,Accessory finger(s),,est/swe/lat/ice/den/fin/nor
Q6910,Accessory thumb(s),,est/swe/lat/ice/den/fin/nor
Q6920,Accessory toe(s),,est/swe/lat/ice/den/fin/nor
Q6990,"Polydactyly, unspecified",,est/swe/lat/ice/den/fin/nor
Q7000,Fused fingers,,est/swe/lat/ice/den/fin/nor
Q7010,Webbed fingers,,est/swe/lat/ice/den/fin/nor
Q7020,Fused toes,,est/swe/lat/ice/den/fin/nor
Q7030,Webbed toes,,est/swe/lat/ice/den/fin/nor
Q7040,Polysyndactyly,,est/swe/lat/ice/den/fin/nor
Q7090,"Syndactyly, unspecified",,est/swe/lat/ice/den/fin/nor
Q7100,Congenital complete absence of upper limb(s),,est/swe/lat/ice/den/fin/nor
Q7110,Congenital absence of upper arm and forearm with hand present,,est/swe/lat/ice/den/fin/nor
Q7120,Congenital absence of both forearm and hand,,est/swe/lat/ice/den/fin/nor
Q7130,Congenital absence of hand and finger(s),,est/swe/lat/ice/den/fin/nor
Q7140,Longitudinal reduction defect of radius,,est/swe/lat/ice/den/fin/nor
Q7150,Longitudinal reduction defect of ulna,,est/swe/lat/ice/den/fin/nor
Q7160,Lobster-claw hand,,est/swe/lat/ice/den/fin/nor
Q7180,Other reduction defects of upper limb(s),,est/swe/lat/ice/den/fin/nor
Q718A,Congenital absence of thumb,,fin
Q718B,Congenital absence of other finger(s),,fin
Q7190,"Reduction defect of upper limb, unspecified",,est/swe/lat/ice/den/fin/nor
Q7200,Congenital complete absence of lower limb(s),,est/swe/lat/ice/den/fin/nor
Q7210,Congenital absence of thigh and lower leg with foot present,,est/swe/lat/ice/den/fin/nor
Q7220,Congenital absence of both lower leg and foot,,est/swe/lat/ice/den/fin/nor
Q7230,Congenital absence of foot and toe(s),,est/swe/lat/ice/den/fin/nor
Q7240,Longitudinal reduction defect of femur,,est/swe/lat/ice/den/fin/nor
Q7250,Longitudinal reduction defect of tibia,,est/swe/lat/ice/den/fin/nor
Q7260,Longitudinal reduction defect of fibula,,est/swe/lat/ice/den/fin/nor
Q7270,Split foot,,est/swe/lat/ice/den/fin/nor
Q7280,Other reduction defects of lower limb(s),,est/swe/lat/ice/den/fin/nor
Q728A,Congenital absence of toe(s),,fin
Q7290,"Reduction defect of lower limb, unspecified",,est/swe/lat/ice/den/fin/nor
Q7300,Congenital absence of unspecified limb(s),,est/swe/lat/ice/den/fin/nor
Q7310,"Phocomelia, unspecified limb(s)",,est/swe/lat/ice/den/fin/nor
Q7380,Other reduction defects of unspecified limb(s),,est/swe/lat/ice/den/fin/nor
Q7400,"Other congenital malformations of upper limb(s), including shoulder girdle",,est/swe/lat/ice/den/fin/nor
Q740A,Accessory bones of wrist,,fin
Q740B,Madelung's deformity,,fin
Q740C,Cleidocranial dysostosis,,fin
Q740D,Sprengel's deformity,,fin
Q740E,Congenital macrodactyly,,fin
Q740F,Triphalangeal thumb,,fin
Q740G,Congenital fusion of large bones of upper limb,,fin
Q7410,Congenital malformation of knee,,est/swe/lat/ice/den/fin/nor
Q7420,"Other congenital malformations of lower limb(s), including pelvic girdle",,est/swe/lat/ice/den/fin/nor
Q742A,Congenital iliosacral fusion,,fin
Q742B,Congenital talonavicular fusion,,fin
Q742C,Congenital curved tibial bone,,fin
Q7430,Arthrogryposis multiplex congenita,,est/swe/lat/ice/den/fin/nor
Q7480,Other specified congenital malformations of limb(s),,est/swe/lat/ice/den/fin/nor
Q748A,Congenital short fingers and/or toes,,fin
Q748B,Arachnodactyly,,fin
Q748E,Larsen syndrome,,fin
Q7490,Unspecified congenital malformation of limb(s),,est/swe/lat/ice/den/fin/nor
Q7500,Craniosynostosis,,est/swe/lat/ice/den/fin/nor
Q7510,Craniofacial dysostosis,,est/swe/lat/ice/den/fin/nor
Q7520,Hypertelorism,,est/swe/lat/ice/den/fin/nor
Q7530,Macrocephaly,,est/swe/lat/ice/den/fin/nor
Q7540,Mandibulofacial dysostosis,,est/swe/lat/ice/den/fin/nor
Q7550,Oculomandibular dysostosis,,est/swe/lat/ice/den/fin/nor
Q7580,Other specified congenital malformations of skull and face bones,,est/swe/lat/ice/den/fin/nor
Q7590,"Congenital malformation of skull and face bones, unspecified",,est/swe/lat/ice/den/fin/nor
Q7600,Spina bifida occulta,,est/swe/lat/ice/den/fin/nor
Q7610,Klippel-Feil syndrome,,est/swe/lat/ice/den/fin/nor
Q7620,Congenital spondylolisthesis,,est/swe/lat/ice/den/fin/nor
Q7630,Congenital scoliosis due to congenital bony malformation,,est/swe/lat/ice/den/fin/nor
Q7640,"Other congenital malformations of spine, not associated with scoliosis",,est/swe/lat/ice/den/fin/nor
Q7650,Cervical rib,,est/swe/lat/ice/den/fin/nor
Q7660,Other congenital malformations of ribs,,est/swe/lat/ice/den/fin/nor
Q7670,Congenital malformation of sternum,,est/swe/lat/ice/den/fin/nor
Q7680,Other congenital malformations of bony thorax,,est/swe/lat/ice/den/fin/nor
Q7690,"Congenital malformation of bony thorax, unspecified",,est/swe/lat/ice/den/fin/nor
Q7700,Achondrogenesis,,est/swe/lat/ice/den/fin/nor
Q7710,Thanatophoric short stature,,est/swe/lat/ice/den/fin/nor
Q7720,Short rib syndrome,,est/swe/lat/ice/den/fin/nor
Q7730,Chondrodysplasia punctata,,est/swe/lat/ice/den/fin/nor
Q7740,Achondroplasia,,est/swe/lat/ice/den/fin/nor
Q7750,Dystrophic dysplasia,,est/swe/lat/ice/den/fin/nor
Q7760,Chondroectodermal dysplasia,,est/swe/lat/ice/den/fin/nor
Q7770,Spondyloepiphyseal dysplasia,,est/swe/lat/ice/den/fin/nor
Q7780,Other osteochondrodysplasia with defects of growth of tubular bones and spine,,est/swe/lat/ice/den/fin/nor
Q7790,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",,est/swe/lat/ice/den/fin/nor
Q7800,Osteogenesis imperfecta,,est/swe/lat/ice/den/fin/nor
Q7810,Polyostotic fibrous dysplasia,,est/swe/lat/ice/den/fin/nor
Q7820,Osteopetrosis,,est/swe/lat/ice/den/fin/nor
Q7830,Progressive diaphyseal dysplasia,,est/swe/lat/ice/den/fin/nor
Q7840,Enchondromatosis,,est/swe/lat/ice/den/fin/nor
Q7850,Metaphyseal dysplasia,,est/swe/lat/ice/den/fin/nor
Q7860,Multiple congenital exostoses,,est/swe/lat/ice/den/fin/nor
Q7880,Other specified osteochondrodysplasias,,est/swe/lat/ice/den/fin/nor
Q7890,"Osteochondrodysplasia, unspecified",,est/swe/lat/ice/den/fin/nor
Q7900,Congenital diaphragmatic hernia,,est/swe/lat/ice/den/fin/nor
Q7910,Other congenital malformations of diaphragm,,est/swe/lat/ice/den/fin/nor
Q7920,Exomphalos,,est/swe/lat/ice/den/fin/nor
Q7930,Gastroschisis,,est/swe/lat/ice/den/fin/nor
Q7940,Prune belly syndrome,,est/swe/lat/ice/den/fin/nor
Q7950,Other congenital malformations of abdominal wall,,est/swe/lat/ice/den/fin/nor
Q7960,Ehlers-Danlos syndrome,,est/swe/lat/ice/den/fin/nor
Q7980,Other congenital malformations of musculoskeletal system,,est/swe/lat/ice/den/fin/nor
Q7990,"Congenital malformation of musculoskeletal system, unspecified",,est/swe/lat/ice/den/fin/nor
Q8000,Ichthyosis vulgaris,,est/swe/lat/ice/den/fin/nor
Q8010,X-linked ichthyosis,,est/swe/lat/ice/den/fin/nor
Q8020,Lamellar ichthyosis,,est/swe/lat/ice/den/fin/nor
Q8030,Congenital bullous ichthyosiform erythroderma,,est/swe/lat/ice/den/fin/nor
Q8040,Harlequin fetus,,est/swe/lat/ice/den/fin/nor
Q8080,Other congenital ichthyosis,,est/swe/lat/ice/den/fin/nor
Q8090,"Congenital ichthyosis, unspecified",,est/swe/lat/ice/den/fin/nor
Q8100,Epidermolysis bullosa simplex,,est/swe/lat/ice/den/fin/nor
Q8110,Epidermolysis bullosa letalis,,est/swe/lat/ice/den/fin/nor
Q8120,Epidermolysis bullosa dystrophica,,est/swe/lat/ice/den/fin/nor
Q8180,Other epidermolysis bullosa,,est/swe/lat/ice/den/fin/nor
Q8190,"Epidermolysis bullosa, unspecified",,est/swe/lat/ice/den/fin/nor
Q8200,Hereditary lymphoedema,,est/swe/lat/ice/den/fin/nor
Q8210,Xeroderma pigmentosum,,est/swe/lat/ice/den/fin/nor
Q8220,Mastocytosis,,est/swe/lat/ice/den/fin/nor
Q8230,Incontinentia pigmenti,,est/swe/lat/ice/den/fin/nor
Q8240,Ectodermal dysplasia (anhidrotic),,est/swe/lat/ice/den/fin/nor
Q8250,Congenital non-neoplastic naevus,,est/swe/lat/ice/den/fin/nor
Q8280,Other specified congenital malformations of skin,,est/swe/lat/ice/den/fin/nor
Q828A,Familial benign chronic pemphigus,,fin
Q828B,Dyskeratosis follicularis,,fin
Q828C,Palmoplantar keratoderma,,fin
Q828D,Dyskeratosis congenita,,fin
Q828E,Pseudoxanthoma elasticum,,fin
Q828G,Acrokeratosis verruciformis,,fin
Q828H,Nevoid basal cell carcinoma syndrome,,fin
Q8290,"Congenital malformation of skin, unspecified",,est/swe/lat/ice/den/fin/nor
Q8300,Congenital absence of breast with absent nipple,,est/swe/lat/ice/den/fin/nor
Q8310,Accessory breast,,est/swe/lat/ice/den/fin/nor
Q8320,Absent nipple,,est/swe/lat/ice/den/fin/nor
Q8330,Accessory nipple,,est/swe/lat/ice/den/fin/nor
Q8380,Other congenital malformations of breast,,est/swe/lat/ice/den/fin/nor
Q8390,"Congenital malformation of breast, unspecified",,est/swe/lat/ice/den/fin/nor
Q8400,Congenital alopecia,,est/swe/lat/ice/den/fin/nor
Q8410,"Congenital morphological disturbances of hair, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q8420,Other congenital malformations of hair,,est/swe/lat/ice/den/fin/nor
Q8430,Anonychia,,est/swe/lat/ice/den/fin/nor
Q8440,Congenital leukonychia,,est/swe/lat/ice/den/fin/nor
Q8450,Enlarged and hypertrophic nails,,est/swe/lat/ice/den/fin/nor
Q8460,Other congenital malformations of nails,,est/swe/lat/ice/den/fin/nor
Q8480,Other specified congenital malformations of integument,,est/swe/lat/ice/den/fin/nor
Q8490,"Congenital malformation of integument, unspecified",,est/swe/lat/ice/den/fin/nor
Q8500,Neurofibromatosis (nonmalignant),,est/swe/lat/ice/den/fin/nor
Q8510,Tuberous sclerosis,,est/swe/lat/ice/den/fin/nor
