vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8570,,Other specified types of non-Hodgkin's lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8590,,"Non-Hodgkin lymphoma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8600,,"Extranodal NK/T-cell lymphoma, nasal type",,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8610,,Hepatosplenic T-cell lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8620,,Enteropathy-type (intestinal) T-cell lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8630,,Subcutaneous panniculitis-like T-cell lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8640,,Blastic NK-cell lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8650,,Angioimmunoblastic T-cell lymphoma,,swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8660,,Primary cutaneous CD30-positive T-cell proliferations,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8820,,Other heavy chain disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8830,,Immunoproliferative small intestinal disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8840,,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8870,,Other malignant immunoproliferative diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8890,,"Malignant immunoproliferative disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9140,,Hairy-cell leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9600,,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9610,,Malignant histiocytosis,,den
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9620,,Malignant mast cell tumour,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9630,,True histiocytic lymphoma,,den
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9640,,Sarcoma of dendritic cells (accessory cells),,swe/lat/ice/den/nor/fin
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9650,,Multifocal and unisystemic Langerhans-cell histiocytosis,,swe/lat/ice/den/nor/fin
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9660,,Unifocal Langerhans-cell histiocytosis,,swe/lat/ice/den/nor/fin
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9670,,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9680,,Histiocytic sarcoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C9690,,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,D4710,,Neoplasm of uncertain or unknown behaviour of chronic myeloproliferative disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,D4740,,Osteomyelofibrosis,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,D4750,,Chronic eosinophilic leukaemia [hypereosinophilic syndrome],,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,D4790,,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,D4890,,"Neoplasm of uncertain or unknown behaviour, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9000,,Multiple myeloma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9010,,Plasma cell leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9020,,"Plasmacytoma, extramedullary",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9030,,Solitary plasmacytoma,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9100,,Acute lymphoblastic leukaemia [ALL],,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9110,,Chronic lymphocytic leukaemia of B-cell typeChronic lymphocytic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9120,,Subacute lymphocytic leukaemia,,est/den/fin
COMPLEX,17C05,Myeloma and leukemia,C9130,,Prolymphocytic leukaemia of B-cell type,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9150,,Adult T-cell lymphoma/leukaemia (HTLV-1-associated),,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9160,,Prolymophocytic leukaemia of T-cell type,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9170,,Other lymphoid leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9180,,Mature B-cell leukaemia Burkitt-type,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9190,,"Lymphoid leukaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9200,,Acute myeloblastic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C920A,,"Acute myeloblastic leukaemia, type M0, M1, M2",,swe/den
COMPLEX,17C05,Myeloma and leukemia,C920B,,Acute myeloblastic leukaemia with t(8\21),,swe/den
COMPLEX,17C05,Myeloma and leukemia,C9210,,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9220,,"Atypical chronic myeloid leukaemia, BCR/ABL- negative",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9230,,Myeloid sarcoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9240,,Acute promyelocytic leukaemia [PML],,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9250,,Acute myelomonocytic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9260,,Acute myeloid leukaemia with 11q23-abnormality,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9270,,Other myeloid leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9280,,Acute myeloid leukaemia wiht multilineage dysplasia,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9290,,"Myeloid leukaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9300,,Acute monoblastic/monocytic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9310,,Chronic myelomonocytic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9330,,Juvenile myelomonocytic leukaemia,,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9370,,Other monocytic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9390,,"Monocytic leukaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9400,,Acute erythroid leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9420,,Acute megakaryoblastic leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9430,,Mast cell leukaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9440,,Acute panmyelosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9450,,Acute myelofibrosis,,est/den/fin
COMPLEX,17C05,Myeloma and leukemia,C9460,,"Myelodysplastic and myeloproliferative disease, not classified",,swe/lat/ice/den/nor
COMPLEX,17C05,Myeloma and leukemia,C9470,,Other specified leukaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9500,,Acute leukaemia of unspecified cell type,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9510,,Chronic leukaemia of unspecified cell type,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9520,,Subacute leukaemia of unspecified cell type,,den
COMPLEX,17C05,Myeloma and leukemia,C9570,,Other leukaemia of unspecified cell type,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,C9590,,"Leukaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,D4790,,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C05,Myeloma and leukemia,D4890,,"Neoplasm of uncertain or unknown behaviour, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,C8800,,Waldenström's macroglobulinaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,C8820,,Other heavy chain disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,C8830,,Immunoproliferative small intestinal disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,D4700,,Histiocytic and mast cell tumours of uncertain and unknown behaviour,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,D4720,,Neoplasm of uncertain or unknown behaviour of monoclonal gammopathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,D8900,,Polyclonal hypergammaglobulinaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,D8910,,Cryoglobulinaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,D8920,,"Hypergammaglobulinaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,E8800,,"Disorders of plasma-protein metabolism, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C06,Macroglobulinemia,E880A,,Alpha-1-antitrypsin deficiency,,swe
COMPLEX,18C01,Complicated gonococcal infection,A5400,,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A540A,,Gonococcal cervicitis,,swe/den
COMPLEX,18C01,Complicated gonococcal infection,A540C,,Gonococcal utrethritis NOS,,swe/den
COMPLEX,18C01,Complicated gonococcal infection,A540D,,Gonococcal vulvovaginitis NOS,,swe/den
COMPLEX,18C01,Complicated gonococcal infection,A540E,,Gonococcal balanitis,,swe/den
COMPLEX,18C01,Complicated gonococcal infection,A540F,,Gonococcal lymphangits of penis,,swe
COMPLEX,18C01,Complicated gonococcal infection,A5410,,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5420,,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5430,,Gonococcal infection of eye,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5440,,Gonococcal infection of musculoskeletal system,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5450,,Gonococcal pharyngitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5460,,Gonococcal infection of anus and rectum,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5480,,Other gonococcal infections,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5490,,"Gonococcal infection, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5600,,Chlamydial infection of lower genitourinary tract,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A560A,,Chlamydial cervicitis,,swe
COMPLEX,18C01,Complicated gonococcal infection,A560C,,Chlamydial utethritis,,swe
COMPLEX,18C01,Complicated gonococcal infection,A560D,,Chlamydial vulvovaginitis,,swe
COMPLEX,18C01,Complicated gonococcal infection,A5610,,Chlamydial infection of pelviperitoneum and other genitourinary organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5620,,"Chlamydial infection of genitourinary tract, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5630,,Chlamydial infection of anus and rectum,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5640,,Chlamydial infection of pharynx,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A5680,,Sexually transmitted chlamydial infection of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A6380,,Other specified predominantly sexually transmitted diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,A6400,,Unspecified sexually transmitted disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,B9200,,Sequelae of leprosy,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,B9420,,Sequelae of viral hepatitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,B9480,,Sequelae of other specified infectious and parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,B948A,,Sequelae of bacterial meningitis,,fin
COMPLEX,18C01,Complicated gonococcal infection,B9490,,Sequelae of unspecified infectious or parasitic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C01,Complicated gonococcal infection,N7430,,Female gonococcal pelvic inflammatory disease (A54.2+),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",A7480,,Other chlamydial diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0500,,Measles complicated by encephalitis (G05.1*),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0520,,Measles complicated by pneumonia (J17.1*),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0530,,Measles complicated by otitis media (H67.1*),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0540,,Measles with intestinal complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0580,,Measles with other complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B0590,,Measles without complication,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B3380,,Other specified viral diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B3480,,Other viral infections of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C02,"Measlas, complicated",B3490,,"Viral infection, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5000,,"Early congenital syphilis, symptomatic",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5010,,"Early congenital syphilis, latent",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5020,,"Early congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5030,,Late congenital syphilitic oculopathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5040,,Late congenital neurosyphilis [juvenile neurosyphilis],,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5050,,"Other late congenital syphilis, symptomatic",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A505A,,Late congenital syphilis with Parrot signs around mouth,,fin
COMPLEX,18C03,Complicated syphilis,A505B,,"Late congenital syphilis, Hutchinson teeth",,fin
COMPLEX,18C03,Complicated syphilis,A505C,,"Late congenital syphilis, Mulberry tooth",,fin
COMPLEX,18C03,Complicated syphilis,A505D,,"Late congenital syphilis, other mouth symptoms",,fin
COMPLEX,18C03,Complicated syphilis,A505E,,"Late congenital syphilis, unspecified mouth symptoms",,fin
COMPLEX,18C03,Complicated syphilis,A5060,,"Late congenital syphilis, latent",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5070,,"Late congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5090,,"Congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5100,,Primary genital syphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5110,,Primary anal syphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5120,,Primary syphilis of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5130,,Secondary syphilis of skin and mucous membranes,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A513A,,Condyloma latum,,swe/den
COMPLEX,18C03,Complicated syphilis,A513B,,Syfilitic (secondary) alopecia,,swe
COMPLEX,18C03,Complicated syphilis,A513C,,Syfilitic scleroderma,,swe
COMPLEX,18C03,Complicated syphilis,A5140,,Other secondary syphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5150,,"Early syphilis, latent",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5190,,"Early syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5200,,Cardiovascular syphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5210,,Symptomatic neurosyphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5220,,Asymptomatic neurosyphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5230,,"Neurosyphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5270,,Other symptomatic late syphilis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A527A,,"Other symptomatic late syphilis, gumma of mouth",,fin
COMPLEX,18C03,Complicated syphilis,A527B,,"Other symptomatic late syphilis, fistula in palate",,fin
COMPLEX,18C03,Complicated syphilis,A527C,,"Other symptomatic late syphilis, inflammation of tongue",,fin
COMPLEX,18C03,Complicated syphilis,A527D,,"Other symptomatic late syphilis, osteomyelitis in jaws",,fin
COMPLEX,18C03,Complicated syphilis,A527E,,"Other symptomatic late syphilis, other mouth manifestation",,fin
COMPLEX,18C03,Complicated syphilis,A527F,,"Other symptomatic late syphilis, unspecified mouth manifestation",,fin
COMPLEX,18C03,Complicated syphilis,A5280,,"Late syphilis, latent",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5290,,"Late syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5300,,"Latent syphilis, unspecified as early or late",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5390,,"Syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5500,,Chlamydial lymphogranuloma (venereum),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A5600,,Chlamydial infection of lower genitourinary tract,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C03,Complicated syphilis,A560A,,Chlamydial cervicitis,,swe
COMPLEX,18C03,Complicated syphilis,A560C,,Chlamydial utethritis,,swe
