drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
907B,"Maksan, sappiteiden tai haiman syöpäsairaus, sytostaattihoito, lyhyt hoito","Maksa/sappit/haima syöpäs, syt.hoit, lyh hoit",907FB,"Malignancy of hepatobiliary system, cytostatic therapy, short therapy","Malign of hepatobil syst, cytost ther, sh th",7,fin
907O,"Maksan, sappiteiden tai haiman sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Maksa/sappit/haima sairaus, lyh hoi, ilman merkitt tp",907O,"Disease or disorder of the hepatobiliary system, short therapy w/o significant procedure","Disease or disorder of the hepatobiliary system, short thera",7,fin
908A,"Tuki- ja liikuntaelinten syöpäsairaus, sädehoito, lyhyt hoito","Tuki&liik.el syöpäs, sädeh, lyh hoit",908FA,"Malignancy of musculoskeletal system, radiation therapy, short therapy","Malign of musculoskel syst, rad ther, sh th",8,fin
908B,"Tuki- ja liikuntaelinten syöpäsairaus, sytostaattihoito, lyhyt hoito","Tuki&liik.el syöpäs, syt.hoit, lyh hoit",908FB,"Malignancy of musculoskeletal system, cytostatic therapy, short therapy","Malign of musculoskel syst, cytostat ther, sh th",8,fin
908E,"Tuki- ja liikuntaelinten sairaus, erityislääkehoito, lyhyt hoito","Tuki&liik.el sair, erit.lääkehoit, lyh",908FE,"Disease or disorder of the musculoskeletal system, special medical therapy, short therapy","Dis/disord of musculoskel syst, spec med ther, sh th",8,fin
908O,"Tuki- ja liikuntaelinten sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Tuki- ja liikuntaelinten sairaus, lyh h",908O,"Disease or disorder of the musculoskeletal system, short therapy w/o significant procedure","Disease or disorder of the musculoskeletal system, sh th",8,fin
908P,"Tuki- ja liikuntaelinten sairaus, diagnostinen toimenpide","Tuki- ja liikuntaelinten sairaus, diagnostine",908FP,"Diagnostic procedure of musculoskeletal system, short therapy","Dx proc of musculoskeletal system, short ther",8,fin
908Q,"Tuki- ja liikuntaelinten sairaus, vaativa diagnostinen toimenpide","Tuki- ja liikuntaelinten sairaus, vaat dg tp",908FQ,"Demanding diagnostic procedure of musculoskeletal system, short therapy","Dem dx proc of musculoseletal system, short ther",8,fin
909A,"Ihosyöpä, sädehoito, lyhyt hoito","Ihosyöpä, sädehoito, lyhyt hoito",909FA,"Malignancy of skin and subcutaneous tissue, radiation therapy, short therapy","Malign of skin, rad ther, sh th",9,fin
909B,"Ihosyöpä, sytostaattihoito, lyhyt hoito","Ihosyöpä, sytost.hoito, lyh hoito",909FB,"Malignancy of skin and subcutaneous tissue, cytostatic therapy, short therapy","Malign of skin, cytost ther, sh th",9,fin
909F,"Ihosairaus, vaativa lääkehoito, lyhyt hoito","Ihosairaus, vaat lääkeh, lyhyt hoito",909FF,"Disease or disorder of skin and subcutaneous tissue, demanding medical therapy, short therapy","Dis/disord of skin and sudcut, dem med ther, sh th",9,fin
909O,"Ihosairaus, lyhyt hoito ilman merkittävää toimenpidettä","Ihosairaus, lyh h",909O,"Disease or disorder of the skin and subcutaneous tissue system, short therapy w/o significant procedure","Disease or disorder of the skin and subcut tiss syst, sh th",9,fin
910A,"Endokriininen syöpäsairaus, sädehoito, lyhyt hoito","Endokriininen syöpäsairaus, sädeh, lyh hoi",910FA,"Endocrine malignancy, radiation therapy, short therapy","Endocr malign, rad ther, sh th",10,fin
910B,"Endokriininen syöpäsairaus, vaativa sädehoito, lyhyt hoito","Endokriininen syöpäsairaus, vaativa sädehoito, lyh hoi",910FB,"Endocrine malignancy, sterotactic or isotope radiation therapy, short therapy","Endocr malign, ster/isotope rad ther, sh th",10,fin
910D,"Endokriininen syöpäsairaus, sytostaattihoito, lyhyt hoito","End. syöp, sytost.h, lyh hoit",910FD,"Endocrine malignancy, cytostatic therapy, short therapy","Endocr malign, cytost ther, sh th",10,fin
910I,"Endokriininen sairaus, erityislääkehoito, lyhyt hoito","End. sair, erit lääkeh, lyh hoit",910FI,"Endocrine, nutritional and metabolic disease or disorder, special demanding medical therapy, short therapy","Enocr/nutr/metab dis/disord, spec dem med ther, sh th",10,fin
910O,"Endokriininen sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Endokriininen sairaus, lyh h",910O,"Endocrine, nutritional and metabolic disease or disorder, short therapy w/o significant procedure","Endocr, nutr and metab disease or disorder, sh th",10,fin
910P,Endokriininen diagnostinen toimenpide,Endokriininen diagnostinen toimenpide,910FP,"Diagnostic investigation of endocrine system, short therapy","Diagnostic investigation of endocrine system, short therapy",10,fin
911A,"Virtsaelinten syöpäsairaus, sädehoito, lyhyt hoito","Virtsael syöpäs, sädeh, lyh hoit",911FA,"Malignancy of kidney and urinary tract, radiation therapy, short therapy","Malign of kidn and urin tract, rad ther, sh th",11,fin
911B,"Virtsaelinten syöpäsairaus, sytostaattihoito, lyhyt hoito","Virtsael syöpäs, sytost.h, lyh hoit",911FB,"Malignancy of kidney and urinary tract, cytostatic therapy, short therapy","Malign of kidn and urin tract, cyt ther, sh th",11,fin
911E,"Virtsaelinten sairaus, erityislääkehoito, lyhyt hoito","Virtsael sair, erit.lääkeh, lyh hoit",911FE,"Disease or disorder of kidney or urinary tract, special medical therapy, short therapy","Dis/disord of kidney/urin tract, spec med ther, sh th",11,fin
911G,"Virtsaelinten sairaus, erityistason vaativa lääkehoito, lyhyt hoito","Virtsael sair, erit vaat lääkeh, lyh hoit",911FG,"Disease or disorder of kidney or urinary tract, special demanding medical therapy, short therapy","Dis/disord of kidney/urin tract, spec dem med ther, sh th",11,fin
911O,"Virtsaelinten sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Virtsaelinten sairaus, lyh h",911O,"Disease or disorder of the kidney and urinary tract, short therapy w/o significant procedure","Disease or disorder of the kidney and urinary tract, sh th",11,fin
912A,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus sädehoito, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, sädeh, lyhyt",912FA,"Malignancy of male reproductive system, radiation therapy, short therapy","Malign of male reprod syst, rad ther, sh th",12,fin
912B,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus, sytostaattihoito, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, sytost.h, lyhyt",912FB,"Malignancy of male reproductive system, cytostatic therapy, short therapy","Malign of male reprod syst, cytost ther, sh th",12,fin
912C,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus, stereotaktinen sädehoito tai vaativa isotooppihoito, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, vaat sytost.h, lyhyt",912FC,"Male reproductive system tumor, stereotactic radiotherapy or demanding isotope therapy, short therapy",,12,fin
912E,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus, erityislääkehoito, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. sair, erit.lääkeh, lyhyt",912FE,"Disease or disorder of male reproductive system, special medcial therapy, short therapy","Dis/disord of male reprod syst, spec med ther, sh th",12,fin
912F,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus, vaativa lääkehoito, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. sair, vaat lääkeh, lyhyt",912FF,"Disease or disorder of male reproductive system, demanding medcial therapy, short therapy","Dis/disord of male reprod syst, dem med ther, sh th",12,fin
912O,"Eturauhasen, kiveksen, peniksen jne. syöpäsairaus, lyhyt hoito ilman merkittävää toimenpidettä","Eturauhasen, kiveksen, peniksen jne. sair, lyhyt, ei toimpid",912O,"Disease or disorder of the male reproductive system, short therapy w/o significant procedure","Disease or disorder of the male reproductive system, sh th",12,fin
913A,"Vulvan, vaginan, cervixin, munasarjan, jne. syöpäsairaus, sädehoito, lyhyt hoito","Vulvan, vaginan, cervixin, munasarjan, jne. syöpäs, sädeh, lyhyt",913FA,"Malignancy of female reproductive system, radiation therapy, short therapy","Malign of female reprod syst, rad ther, sh th",13,fin
913B,"Vulvan, vaginan, cervixin, munasarjan, jne. syöpäsairaus, sytostaattihoito, lyhyt hoito","Vulvan, vaginan, cervixin, munasarjan, jne. syöpäs, sytost.h, lyhyt",913FB,"Malignancy of female reproductive system, cytostat therapy, short therapy","Malign of female reprod syst, cytost ther, sh th",13,fin
913O,"Vulvan, vaginan, cervixin, munasarjan, jne. sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Vulvan, vaginan, cervixin, munasarjan, jne. sair, lyhyt, ei toimpid",913O,"Disease or disorder of the female reproductive system, short therapy w/o significant procedure","Disease or disorder of the female reprod syst, sh th",13,fin
914O,"Raskauden hoito, lyhyt hoito ilman merkittävää toimenpidettä","Raskauden hoito, lyh h",914O,"Pregnancy, childbirth and puerperium, short therapy w/o significant procedure","Pregnancy, childbirth and puerperium, sh th",14,fin
914P,"Raskauden hoito, diagnostinen toimenpide","Raskauden hoito, diagnostinen toimenpide",914FP,"Diagnostic obstetric investigation, short therapy","Diagnostic obstetric investigation, short therapy",14,fin
915O,Vastasyntyneen lyhyt hoito ilman merkittävää toimenpidettä,Vastasyntyneen lyh h,915O,"Newborns and other neonates with conditions originating in the perinatal period, short therapy w/o significant procedure","Newb and neon with conditions orig perin, sh th",15,fin
916E,"Hematologia, erityislääkehoito, lyhyt hoito","Hemat, erit.lääkeh, lyh hoit",916FE,"Koagulation disorder, special medical therapy, short therapy","Koag dis, spec med ther, sh th",16,fin
916O,"Hematologia, lyhyt hoito ilman merkittävää toimenpidettä","Hematologia, lyh h",916O,"Disease or disorder of blood forming organs or immunological disorder, short therapy w/o significant procedure","Disease or disorder of blood form org or immun dis, sh th",16,fin
917A,"Leukemia tai lymfooma, sädehoito, lyhyt hoito","Leuk/lymf, sädeh, lyh hoit",917FA,"Leukemia or lymphoma, radiation therapy, short therapy","Leukemia or lymphoma, radiation therapy, short therapy",17,fin
917B,"Leukemia tai lymfooma, sytostaattihoito, lyhyt hoito","Leuk/lymf, sytost.h, lyh hoit",917FB,"Leukemia or lymphoma, cytostatic therapy, short therapy","Leukemia or lymphoma, cytostatic therapy, short therapy",17,fin
917E,"Muu tai erilaistumaton syöpä, erityslääkehoito, lyhyt hoito","Muu/erilaistumaton syöpä, erit.lääkeh, lyh hoit",917FE,"Myeloproliferative disease or disorder or poorly differentietad neoplasms, special medical therapy, short therapy","Myeloprol dis / poorly diff neopl, spec med ther, sh th",17,fin
917O,Pahanlaatuisen sairauden lyhyt hoito ilman merkittävää toimenpidettä,"Pahanlaatuisen sairaus, lyh h",917O,"Myeloproliferative disease or disorder or poorly differentietad neoplasms, short therapy w/o significant procedure","Myeloprol disease or disorder or poor diff neopl, sh th",17,fin
917U,Malignin sairauden lyhyt sädehoito,Malignin sairauden lyhyt sädehoito,917FU,Radiotherapy for malignancy,Radiotherapy for malignancy,17,fin
917V,Sädehoidon annossuunnittelu magneettitutkimuksella,Sädehoidon annossuunnittelu magneettitutkimuk,917FV,"Dose design of radiotherapy with imaging, short therapy","Dose design of radiotherapy with imaging, short therapy",17,fin
917W,Sädehoidon vaativa annossuunnittelu magneettitutkimuksella,Sädehoidon vaativa annossuunnittelu magneetti,917FW,"Demanding dose design of radiotherapy with MRI, short therapy","Demanding dose design of radiotherapy with MRI, short ther",17,fin
918A,"Infektio, erityislääkehoito, lyhyt hoito","inf, erit.lääkeh, lyh hoit",918FA,"Infectious and parasitic disease, special medical therapy, short therapy","Inf and paras dis, spec med ther, sh th",18,fin
918O,"Infektio, lyhyt hoito ilman merkittävää toimenpidettä","Infektio, lyhyt hoito",918O,"Infectious and parasitic disease, short therapy w/o significant procedure","Infectious and parasitic disease, sh th",18,fin
921O,"Vamma tai myrkytys, lyhyt hoito ilman merkittävää toimenpidettä","Vamma tai myrkytys, lyh h",921O,"Injuries, poisonings and toxic effects of drugs, short therapy w/o significant procedure","Inj, pois and tox eff of drugs, sh th",21,fin
922N,"Siteenvaihto, laaja palovamma, lyhyt hoito","Siteenvaihto, laaja palovamma, lyhyt hoito",822P,"Dressing of major burn, short therapy","Dressing of major burn, short therapy",22,fin
922O,"Palovamma, lyhyt hoito ilman merkittävää toimenpidettä","Palovamma, lyh h",922O,"Burns, short therapy w/o significant procedure","Burns, sh th",22,fin
923O,"Muu tai määrittämätön ongelma, lyhyt hoito ilman merkittävää toimenpidettä","Muu ongelma, lyh h",923O,"Factors influencing health status and other contacts with health services, short therapy w/o significant procedure","Fact influenc health status and other, sh th",23,fin
928O,"Perinnöllisyysneuvonta, lyhyt hoito","Perinnöllisyysneuvonta, lyhyt hoito",928O,Genetic counselling,Genetic counselling,23,fin
930A,"Rintarauhasen syöpä, sädehoito, lyhyt hoito","Rintasyöpä, sädeh, lyh hoit",930FA,"Breast malignancy, radiation therapy, short therapy","Breast malign, rad ther, sh th",30,fin
930B,"Rintarauhasen syöpä, sytostaattihoito, lyhyt hoito","Rintasyöpä, sytost.h, lyh hoit",930FB,"Breast malignancy, cytostatic therapy, short therapy","Breast malign, cytost ther, sh th",30,fin
930O,"Rintarauhasen sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Rintarauhasen sairaus, lyh h",930O,"Breast problem, short therapy w/o significant procedure","Breast problem, short therapy w/o significant procedure",30,fin
930P,Rinnan diagnostinen toimenpide,Rinnan diagnostinen toimenpide,930FP,"Diagnostic procedure of breast, short therapy","Diagnostic procedure of breast, short therapy",30,fin
930Q,Rinnan vaativa diagnostinen toimenpide,Rinnan vaativa diagnostinen toimenpide,930FQ,"Demanding diagnostic procedure of breast, short therapy","Demanding diagnostic procedure of breast, short therapy",30,fin
P01,Sukupuoli-identiteettiin liittyvä leikkaustoimenpide,Sukupuoli-identiteettiin liittyvä leikkaustoimenpide,P01,OR procedure due to gender-identity related contact,OR procedure due to gender-identity related contact,19,fin
P01O,"Sukupuoli-identiteettiin liittyvä leikkaustoimenpide, lyhyt hoito","Sukupuoli-identiteettiin liittyvä leikkaustoimenpide, lyh h",P01O,"OR procedure due to gender-identity related contact, short therapy","OR procedure due to gender-identity related contact, short therapy",19,fin
P02,Neuromodulaatiohoito,Neuromodulaatiohoito,P02,Neuromodulation,Neuromodulation,19,fin
P02O,"Neuromodulaatiohoito, lyhyt hoito","Neuromodulaatiohoito, lyh h",P02O,"Neuromodulation, short therapy","Neuromodulation, short therapy",19,fin
P03,Kaksisuuntainen mielialahäiriö,Kaksisuuntainen mielialahäiriö,P03,Bipolar disorders,Bipolar disorders,19,fin
P03O,"Kaksisuuntainen mielialahäiriö, lyhyt hoito","Kaksisuuntainen mielialahäiriö, lyh h",P03O,"Bipolar disorders, short therapy","Bipolar disorders, short therapy",19,fin
