ord,id,drg_nat,drg_text_nat,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
71201112000,412D111200,344,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus pahanlaatuisen sairauden vuoksi",344X,0,+,12.0,12M01,,,,12S07,,00X10,,,,,,,,fin
71201121000,412D112100,345,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus, ei pahanlaatuista sairautta",345X,0,+,12.0,,,,S,12S08,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71201122000,412D112200,345,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus, ei pahanlaatuista sairautta",345X,0,+,12.0,,,,,12S08,,00X10,,,,,,,,fin
71201300000,412D130000,346,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuinen sairaus, komplisoitunut",346X,0,+,12.0,12M01,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71201499300,412D149930,347A,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuinen sairaus, ei komplisoitunut, sädehoito",347A,0,+,12.0,12M01,,,N,90T06,,,,,,,,,,fin
71201499400,412D149940,347B,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, stereotaktinen sädehoito tai vaativa isotooppihoito",347B,0,+,12.0,12M01,,,N,90T07,,,,,,,,,,fin
71201499500,412D149950,347C,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, erityistason vaativa isotooppihoito",347C,0,+,12.0,12M01,,,N,90T08,,,,,,,,,,fin
71201499510,412D149951,347C,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, erityistason vaativa isotooppihoito",347C,0,+,12.0,12M01,,,N,90T05,,,,,,,,,,fin
71201499600,412D149960,347D,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, sytostaattihoito",347D,0,+,12.0,12M01,,,N,90T01,90S01,,,,,,,,,fin
71201499610,412D149961,347D,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, sytostaattihoito",347D,0,+,12.0,12M01,,,N,99S80,,,,,,,,,,fin
71201499990,412D149999,347G,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut",347G,0,+,12.0,12M01,,,N,,,,,,,,,,,fin
71201600001,412D1600001,349N,Prostatahyperplasia,349N,0,+,12.0,12M02,,,N,,,,,,,,,,,swe/est/fin/ice/nor
71201700000,412D170000,350,"Eturauhasen, kiveksen, peniksen jne. tulehdus",350X,0,+,12.0,12M03,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71201811000,412D181100,351,"Vasektomia, siemenjohtimien katkaisu",351X,0,+,12.0,,,,,12S07,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71209010000,412D901000,312,"Virtsaputken leikkaus, aikuinen, komplisoitunut",312X,0,+,12.0,,,1.0,S,11S06,,,,,,>6574,,,,fin
71209011001,412D9011001,312,"Virtsaputken leikkaus, aikuinen, komplisoitunut",312X,0,+,12.0,,,1.0,,11S06,,00X10,,,,>6574,,,,fin
71209012000,412D901200,313,"Virtsaputken leikkaus, aikuinen, ei komplisoitunut",313X,0,+,12.0,,,,S,11S06,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71209013000,412D901300,313,"Virtsaputken leikkaus, aikuinen, ei komplisoitunut",313X,0,+,12.0,,,,,11S06,,00X10,,,,>6574,,,,fin
71209031000,412D903100,314,"Virtsaputken leikkaus, lapsi",314X,0,+,12.0,,,,S,11S06,,,,,,,,,,den/est/fin/ice/lat/nor
71209032000,412D903200,314,"Virtsaputken leikkaus, lapsi",314X,0,+,12.0,,,,,11S06,,00X10,,,,,,,,fin
71209900000,412D990000,352,"Muu eturauhasen, kiveksen, peniksen jne. sairaus",352X,0,+,12.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71300110000,413D011000,353,Gynekologisen syövän radikaalihoito,353X,0,+,13.0,,,,S,13S01,,,,,,,,,,den/est/fin/ice/lat/nor
71300210000,413D021000,357,Kohdun ja sivuelinten leikkaus munasarjojen tai sivuelinten pahanlaatuisen kasvaimen takia,357X,0,+,,,13P01,,S,13S02,,,,,,,,,,den/est/fin/ice/lat/nor
71300220000,413D022000,357,Kohdun ja sivuelinten leikkaus munasarjojen tai sivuelinten pahanlaatuisen kasvaimen takia,357X,0,+,,,13P01,,,13S02,,00X10,,,,,,,,fin
71300300000,413D030000,354,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, komplisoitunut",354X,0,+,,,13P02,1.0,S,13S02,,,,,,>0,,,,fin
71300310001,413D0310001,354,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, komplisoitunut",354X,0,+,,,13P02,1.0,,13S02,,00X10,,,,,,,,fin
71300320000,413D032000,355,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, ei komplisoitunut",355X,0,+,,,13P02,,S,13S02,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71300330000,413D033000,355,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, ei komplisoitunut",355X,0,+,,,13P02,,,13S02,,00X10,,,,,,,,fin
71300500000,413D050000,358,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, komplisoitunut",358X,0,+,13.0,,,1.0,S,13S02,,,,,,,,,,fin
71300510001,413D0510001,358,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, komplisoitunut",358X,0,+,13.0,,,1.0,,13S02,,00X10,,,,,,,,fin
71300520000,413D052000,359,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, ei komplisoitunut",359X,0,+,13.0,,,,S,13S02,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71300521000,413D052100,359,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, ei komplisoitunut",359X,0,+,13.0,,,,,13S02,,00X10,,,,,,,,den/est/fin/ice/lat/swe
71300710000,413D071000,356,Gynekologinen korjausleikkaus,356X,0,+,13.0,,,,S,13S05,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71300810000,413D081000,361,Laparoskopia tai munajohdinten katkaisu,361X,0,+,13.0,,,,S,13S03,,,,,,,,,,den/est/fin/ice/lat/nor
71300910000,413D091000,360,"Vulvan, vaginan tai cervixin leikkaus",360X,0,+,13.0,,,,S,13S04,,,,,,,,,,den/est/fin/ice/lat/nor
71300920000,413D092000,360,"Vulvan, vaginan tai cervixin leikkaus",360X,0,+,13.0,,,,,13S04,,00X10,,,,,,,,fin
71301010000,413D101000,363,Kaavinta ja konisaatio tai paikallinen sädehoito pahanlaatuisen sairauden takia,363X,0,+,13.0,13M01,,,S,13S06,,,,,,,,,,den/est/fin/ice/lat/nor
71301020000,413D102000,363,Kaavinta ja konisaatio tai paikallinen sädehoito pahanlaatuisen sairauden takia,363X,0,+,13.0,13M01,,,,13S06,,00X10,,,,,,,,fin
71301110000,413D111000,364,Kaavinta ja konisaatio tai paikallinen sädehoito hyvänlaatuisen sairauden takia,364X,0,+,13.0,,,,S,13S06,,,,,,,,,,den/est/fin/ice/lat/nor
71301120000,413D112000,364,Kaavinta ja konisaatio tai paikallinen sädehoito hyvänlaatuisen sairauden takia,364X,0,+,13.0,,,,,13S06,,00X10,,,,,,,,fin
71301210000,413D121000,362,Laparoskooppinen tai muu endoskooppinen sterilisaatio,362X,0,+,13.0,,,,S,13S07,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71301301001,413D1301001,365A,Gynekologinen vatsaontelon tutkimusleikkaus,365A,0,+,13.0,,,,S,13S20,-,,,,,,,,,fin
71301301900,413D130190,365B,Muu gynekologinen leikkaus,365B,0,+,13.0,,,,S,13S08,,,,,,,,,,fin
71301302000,413D130200,365B,Muu gynekologinen leikkaus,365B,0,+,13.0,,,,,13S08,,00X10,,,,,,,,fin
71301500000,413D150000,366,"Gynekologinen syöpä, komplisoitunut",366X,0,+,13.0,13M01,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71301510010,413D151001,367A,"Gynekologinen syöpä, ei komplisoitunut, sädehoito",367A,0,+,13.0,13M01,,,N,90T05,,,,,,,,,,fin
71301510200,413D151020,367B,"Gynekologinen syöpä, ei komplisoitunut, tavanomainen sytostaattihoito",367B,0,+,13.0,13M01,,,N,90T01,90S01,,,,,,,,,fin
71301510300,413D151030,367B,"Gynekologinen syöpä, ei komplisoitunut, tavanomainen sytostaattihoito",367B,0,+,13.0,13M01,,,N,99S80,,,,,,,,,,fin
71301519900,413D151990,367E,"Gynekologinen syöpä, ei komplisoitunut",367E,0,+,13.0,13M01,,,N,,,,,,,,,,,fin
71301600000,413D160000,368,Gynekologinen infektio,368X,0,+,13.0,13M03,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71301700000,413D170000,369,Kuukautiskierron ongelma tai muu naisen lisääntymiselinten sairaus,369X,0,+,13.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71400111000,414D011100,468,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide",468X,7,+,14.0,,,,S,99S90,,14X03,,,,,,,,den/est/fin/ice/lat/nor
71400221000,414D022100,477,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, suppea toimenpide",477X,7,+,14.0,,,,S,,,14X03,,,,,,,,den/est/fin/ice/lat/nor
71400330888,400D7041001,384A,"Raskauden aikainen tila, komplisoitunut",384A,0,+,14.0,,,1.0,,,,14X01,,,,,,,,fin
71400440777,400D7041101,384A,"Raskauden aikainen tila, komplisoitunut",384A,0,+,13.0,,,1.0,,,,14X01,,,,,,,,fin
71400550666,400D7041002,384B,"Raskauden aikainen tila, ei komplisoitunut",384B,0,+,14.0,,,,,,,14X01,,,,,,,,fin
71400880333,400D7041102,384B,"Raskauden aikainen tila, ei komplisoitunut",384B,0,+,13.0,,,,,,,14X01,,,,,,,,fin
71400921541,408D0309903,075,Laaja rintaontelon muu kuin sydänleikkaus,075X,0,+,14.0,,,,S,04S01,,,,,,,,,,est/lat/ice/fin/nor
71401210000,414D121000,377N,Obstetrinen toimenpide,377N,0,+,14.0,,,,S,,,,,,,,,,,den/est/fin/ice/lat/nor
71401211000,414D121100,377N,Obstetrinen toimenpide,377N,0,+,14.0,,,,,,,00X10,,,,,,,,den/est/fin/ice/lat
71401310000,414D131000,376,Synnytyksen tai abortin jälkeinen tilanne ilman toimenpiteitä,376X,0,+,14.0,,,,N,,,14X05,,,,,,,,den/est/fin/ice/lat/nor
71401320000,414D132000,376,Synnytyksen tai abortin jälkeinen tilanne ilman toimenpiteitä,376X,0,+,14.0,,,,N,,,14X32,,,,,,,,den/est/fin/ice/lat/nor
71403400000,414D340000,376,Synnytyksen tai abortin jälkeinen tilanne ilman toimenpiteitä,376X,0,+,14.0,,,,N,,,14X04,,,,,,,,den/est/fin/ice/lat/nor
71403500000,414D350000,379,Uhkaava keskenmeno,379X,0,+,14.0,14M04,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71403510000,414D351000,382,Keskeytynyt synnytys tai valeraskaus,382X,0,+,14.0,14M06,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71403710043,414D3700001,384A,"Raskauden aikainen tila, komplisoitunut",384A,0,+,14.0,,,1.0,N,,,14X10,,,,,,,,fin
71403710046,414D3710001,384A,"Raskauden aikainen tila, komplisoitunut",384A,0,+,14.0,,,1.0,N,,,,,,,,,,,fin
71403710062,414D3700002,384B,"Raskauden aikainen tila, ei komplisoitunut",384B,0,+,14.0,,,,N,,,14X10,,,,,,,,fin
71403710069,414D3710002,384B,"Raskauden aikainen tila, ei komplisoitunut",384B,0,+,14.0,,,,N,,,,,,,,,,,fin
71600111000,416D011100,392,Pernan poisto aikuinen,392X,0,+,16.0,,,,S,16S01,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71600121000,416D012100,393,"Pernan poisto, lapsi",393X,0,+,16.0,,,,S,16S01,,,,,,,,,,den/est/fin/ice/lat/nor
71600310000,416D031000,394,Muu veren tai vertamuodostaviin elimiin vaikuttava leikkaus,394X,0,+,16.0,,,,S,16S02,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71600311000,416D031100,394,Muu veren tai vertamuodostaviin elimiin vaikuttava leikkaus,394X,0,+,16.0,,,,,16S02,,00X10,,,,,,,,den/est/fin/lat
71600510000,416D051000,395,"Punasolusairaus, aikuinen",395X,0,+,16.0,16M01,,,N,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71600520000,416D052000,396,"Punasolusairaus, lapsi",396X,0,+,16.0,16M01,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71600600000,416D060000,397,Veren hyytymishäiriö,397X,0,+,16.0,16M02,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71600700000,416D070000,398,"Retikuloendoteliaali- tai immuunijärjestelmän sairaus, komplisoitunut",398X,0,+,16.0,,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71600800000,416D080000,399,"Retikuloendoteliaali- tai immuunijärjestelmän sairaus, ei komplisoitunut",399X,0,+,16.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71700300000,417D030000,400,Lymfooman tai leukemian vaativa operatiivinen hoito,400X,0,+,17.0,17M01,,,S,17S01,,,,,,,,,,den/est/fin/ice/lat/nor
71700300010,417D030001,400,Lymfooman tai leukemian vaativa operatiivinen hoito,400X,0,+,17.0,17M01,,,,17S01,,00X10,,,,,,,,den/est/fin/ice/lat
71700300020,417D030002,400,Lymfooman tai leukemian vaativa operatiivinen hoito,400X,0,+,17.0,17M02,,,S,17S01,,,,,,,,,,den/est/fin/ice/lat/nor
71700300030,417D030003,400,Lymfooman tai leukemian vaativa operatiivinen hoito,400X,0,+,17.0,17M02,,,,17S01,,00X10,,,,,,,,den/est/fin/ice/lat
71700300120,417D030012,473,"Akuutin leukemian konservatiivinen hoito, aikuinen",473X,0,+,17.0,17M01,,,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71700300140,417D030014,405,"Akuutin leukemian konservatiivinen hoito, lapsi",405X,0,+,17.0,17M01,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71700410000,417D041000,401,"Lymfooman tai kroonisen leukemian operatiivinen hoito, komplisoitunut",401X,0,+,17.0,17M02,,1.0,S,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71700411000,417D041100,401,"Lymfooman tai kroonisen leukemian operatiivinen hoito, komplisoitunut",401X,0,+,17.0,17M02,,1.0,,,,00X10,,,,,,,,den/est/fin/ice/lat
71700420000,417D042000,402,"Lymfooman tai kroonisen leukemian operatiivinen hoito, ei komplisoitunut",402X,0,+,17.0,17M02,,,S,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71700430000,417D043000,402,"Lymfooman tai kroonisen leukemian operatiivinen hoito, ei komplisoitunut",402X,0,+,17.0,17M02,,,,,,00X10,,,,,,,,fin
71700600000,417D060000,403,"Lymfooma tai krooninen leukemia, komplisoitunut",403X,0,+,17.0,17M02,,1.0,,,,,,,,,,,,den/est/fin/ice/lat/nor
71700799400,417D079940,404A,"Lymfooma tai krooninen leukemia, ei komplisoitunut, sädehoito",404A,0,+,17.0,17M02,,,,90T06,,,,,,,,,,fin
71700799500,417D079950,404B,"Lymfooma tai krooninen leukemia, ei komplisoitunut, isotooppihoito",404B,0,+,17.0,17M02,,,,90T07,,,,,,,,,,fin
71700799510,417D079951,404B,"Lymfooma tai krooninen leukemia, ei komplisoitunut, isotooppihoito",404B,0,+,17.0,17M02,,,,90T08,,,,,,,,,,fin
71700799520,417D079952,404B,"Lymfooma tai krooninen leukemia, ei komplisoitunut, isotooppihoito",404B,0,+,17.0,17M02,,,,90T05,,,,,,,,,,fin
71700799600,417D079960,404C,"Lymfooma tai krooninen leukemia, ei komplisoitunut, sytostaattihoito",404C,0,+,17.0,17M02,,,,90T01,90S01,,,,,,,,,fin
71700799610,417D079961,404C,"Lymfooma tai krooninen leukemia, ei komplisoitunut, sytostaattihoito",404C,0,+,17.0,17M02,,,,99S80,,,,,,,,,,fin
71700799990,417D079999,404F,"Lymfooma tai krooninen leukemia, ei komplisoitunut",404F,0,+,17.0,17M02,,,,,,,,,,,,,,fin
71700810000,417D081000,406,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, komplisoitunut",406X,0,+,17.0,17M05,,1.0,S,17S01,,,,,,,,,,fin
71700811001,417D0811001,406,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, komplisoitunut",406X,0,+,17.0,17M05,,1.0,,17S01,,00X10,,,,,,,,fin
71700812000,417D081200,406,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, komplisoitunut",406X,0,+,17.0,17M06,,1.0,S,17S01,,,,,,,,,,den/est/fin/ice/lat/nor
71700813000,417D081300,406,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, komplisoitunut",406X,0,+,17.0,17M06,,1.0,,17S01,,00X10,,,,,,,,fin
71700820000,417D082000,407,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, ei komplisoitunut",407X,0,+,17.0,17M05,,,S,17S01,,,,,,,,,,fin
71700821001,417D0821001,407,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, ei komplisoitunut",407X,0,+,17.0,17M05,,,,17S01,,00X10,,,,,,,,fin
71700822000,417D082200,407,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, ei komplisoitunut",407X,0,+,17.0,17M06,,,S,17S01,,,,,,,,,,den/est/fin/ice/lat/nor
71700823000,417D082300,407,"Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito vaativalla leikkauksella, ei komplisoitunut",407X,0,+,17.0,17M06,,,,17S01,,00X10,,,,,,,,fin
71701000000,417D100000,408,Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella,408X,0,+,17.0,17M05,,,S,,,,,,,,,,,fin
71701010001,417D1010001,408,Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella,408X,0,+,17.0,17M05,,,,,,00X10,,,,,,,,fin
71701020000,417D102000,408,Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella,408X,0,+,17.0,17M06,,,S,,,,,,,,,,,den/est/fin/ice/lat/nor
71701030000,417D103000,408,Pahanlaatuisen sairauden tai erilaistumattoman kasvaimen hoito muulla leikkauksella,408X,0,+,17.0,17M06,,,,,,00X10,,,,,,,,fin
71701110000,417D111000,409,Sädehoito,409X,0,+,17.0,17M10,,,,,,,,,,,,,,den/est/fin/ice/lat
71701210000,417D121000,492,"Kemoterapia, sivudiagnoosina akuutti leukemia",492X,0,+,17.0,17M11,,,,,,17X01,,,,,,,,den/est/fin/ice/lat/swe
71701390000,417D139000,410,"Kemoterapia, sivudiagnoosina muu kuin akuutti leukemia",410X,0,+,17.0,17M11,,,,,,,,,,,,,,den/est/fin/ice/lat/swe
71701430000,417D143000,411N,Maligniteetin seuranta,411N,0,+,17.0,17M05,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71701700000,417D170000,413,"Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, komplisoitunut",413X,0,+,17.0,,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
71701710000,417D171000,414,"Muu myeloproliferatiivinen sairaus tai huonosti erilaistunut kasvain, ei komplisoitunut",414X,0,+,17.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71800110001,418D0110001,415M,"Infektiosairauden operatiivinen hoito, erittäin komplisoitunut",415M,0,+,18.0,,,2.0,S,,,,,,,,,,,swe/fin
71800110010,418D011001,415M,"Infektiosairauden operatiivinen hoito, erittäin komplisoitunut",415M,0,+,18.0,,,2.0,,,,00X10,,,,,,,,swe/fin
71800110050,418D011005,415C,"Infektiosairauden operatiivinen hoito, komplisoitunut",415C,0,+,18.0,,,1.0,S,,,,,,,,,,,swe/fin
71800110060,418D011006,415C,"Infektiosairauden operatiivinen hoito, komplisoitunut",415C,0,+,18.0,,,1.0,,,,00X10,,,,,,,,swe/fin
71800110090,418D011009,415N,"Infektiosairauden operatiivinen hoito, ei komplisoitunut",415N,0,+,18.0,,,,S,,,,,,,,,,,swe/fin
71800110100,418D011010,415N,"Infektiosairauden operatiivinen hoito, ei komplisoitunut",415N,0,+,18.0,,,,,,,00X10,,,,,,,,swe/fin
71800210000,418D021000,416N,"Sepsis, aikuinen",416N,0,+,18.0,18M01,,,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71800220000,418D022000,417N,"Sepsis, lapsi",417N,0,+,18.0,18M01,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71800400000,418D040000,418,Postoperatiivinen tai posttraumaattinen infektio,418X,0,+,18.0,18M02,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71800520000,418D052000,419,"Kuume, syy tuntematon, aikuinen, komplisoitunut",419X,0,+,18.0,18M03,,1.0,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71800600000,418D060000,420,"Kuume, syy tuntematon, aikuinen, ei komplisoitunut",420X,0,+,18.0,18M03,,,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71800700000,418D070000,421,"Virussairaus, aikuinen",421X,0,+,18.0,18M04,,,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
71800810000,418D081000,422,"Virussairaus tai tuntemattomasta syystä aiheutuva kuume, lapsi",422X,0,+,18.0,18M03,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71800820000,418D082000,422,"Virussairaus tai tuntemattomasta syystä aiheutuva kuume, lapsi",422X,0,+,18.0,18M04,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71800900000,418D090000,423,Muu infektiosairaus,423X,0,+,18.0,,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
71900000000,419D000000,432N,Psykiatrinen pitkäaikaishoito,432N,0,+,19.0,,,,,,,,,,,,,>90,,den/est/fin/ice/lat
71900109901,419D0109901,570,"Keskushermoston stimulointilaitteen asennus tai korvaaminen, vuodeosastohoito",570X,0,+,19.0,,,,S,01S51,,,,,,,,,,den/est/fin/ice/lat
71900109966,P19000P01,P01,Sukupuoli-identiteettiin liittyvä leikkaustoimenpide,P01,0,+,19.0,19M53,,,S,,,,,,,,,,,fin
71900109983,P19000P02,P02,Neuromodulaatiohoito,P02,0,+,19.0,,,,,19V15,,,,,,,,,,fin
71900110000,419D011000,424N,Psyykkisen sairauden hoito leikkaustoimenpiteellä,424N,0,+,19.0,,,,S,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
71900110010,419D011001,424N,Psyykkisen sairauden hoito leikkaustoimenpiteellä,424N,0,+,19.0,,,,,,,00X10,,,,,,,,den/est/fin/ice/lat
72100111624,P19000P03,P03,Kaksisuuntainen mielialahäiriö,P03,0,+,19.0,19M01,,,,,,,,,,,,,,fin
72100111645,P19000P04A,P04A,"Ahdistuneisuushäiriö, 18 tai yli",P04A,0,+,19.0,19M03,,,,,,,,,,>6574,,,,fin
72100111655,P19000P04B,P04B,"Ahdistuneisuushäiriö, <18",P04B,0,+,19.0,19M03,,,,,,,,,,,,,,fin
72100111660,P19000P05,P05,Persoonallisuushäiriö,P05,0,+,19.0,19M07,,,,,,,,,,,,,,fin
72100111663,P19000P06,P06,Skitsofrenia,P06,0,+,19.0,19M10,,,,,,,,,,,,,,fin
72100111664,P19000P07C,P07C,"Päihteiden väärinkäyttö, komplisoitunut",P07C,0,+,19.0,19M20,,1.0,,,,,,,,,,,,fin
72100111665,P19000P07N,P07N,"Päihteiden väärinkäyttö, ei komplisoitunut",P07N,0,+,19.0,19M20,,,,,,,,,,,,,,fin
72100111776,P19000P08,P08,Älyllinen kehitysvammaisuus,P08,0,+,19.0,19M30,,,,,,,,,,,,,,fin
72100111832,P19000P09,P09,Neuropsykiatrinen häiriö,P09,0,+,19.0,19M31,,,,,,,,,,,,,,fin
72100111860,P19000432A,432A,Syömishäiriöt,432A,0,+,19.0,19M32,,,,,,,,,,,,,,fin
72100111874,P19000P10C,P10C,"Alkoholiriippuvuus, komplisoitunut",P10C,0,+,19.0,19M40,,1.0,,,,,,,,,,,,fin
72100111881,P19000P10N,P10N,"Alkoholiriippuvuus, ei komplisoitunut",P10N,0,+,19.0,19M40,,,,,,,,,,,,,,fin
72100111884,P19000P11,P11,Psykiatrinen arviointi ja tarkkailu,P11,0,+,19.0,19M41,,,,,,,,,,,,,,fin
72100111886,P19000P12,P12,Delirium,P12,0,+,19.0,19M42,,,,,,,,,,,,,,fin
72100111887,P19000P13,P13,Dementia,P13,0,+,19.0,19M43,,,,,,,,,,,,,,fin
72100111924,P19000P14A,P14A,"Masennus, 18 tai yli",P14A,0,+,19.0,19M45,,,,,,,,,,>6574,,,,fin
72100111943,P19000P14B,P14B,"Masennus, <18",P14B,0,+,19.0,19M45,,,,,,,,,,,,,,fin
72100111952,P19000P15,P15,Muu riippuvuus,P15,0,+,19.0,19M46,,,,,,,,,,,,,,fin
72100111957,P19000P16,P16,Muu elimellinen aivo-oireyhtymä,P16,0,+,19.0,19M47,,,,,,,,,,,,,,fin
72100111959,P19000P17A,P17A,"Neurokognitiivinen häiriö, 25 tai yli",P17A,0,+,19.0,19M48,,,,,,,,,,>9131,,,,fin
72100111960,P19000P17B,P17B,"Neurokognitiivinen häiriö, <25",P17B,0,+,19.0,19M48,,,,,,,,,,,,,,fin
72100111961,P19000P18,P18,Opioidiriippuvuus,P18,0,+,19.0,19M49,,,,,,,,,,,,,,fin
72100111974,P19000P19,P19,Pakko-oireinen häiriö,P19,0,+,19.0,19M50,,,,,,,,,,,,,,fin
72100111980,P19000P20A,P20A,"Psykoosi, 18 tai yli",P20A,0,+,19.0,19M51,,,,,,,,,,>6574,,,,fin
72100111983,P19000P20B,P20B,"Psykoosi, <18",P20B,0,+,19.0,19M51,,,,,,,,,,,,,,fin
72100111985,P19000P21,P21,Päihdepsykoosi,P21,0,+,19.0,19M52,,,,,,,,,,,,,,fin
72100111986,P19000P23,P23,Tunnesäätelyn häiriöt,P23,0,+,19.0,19M55,,,,,,,,,,,,,,fin
72100111990,P19000P25,P25,Muu psyykkinen sairaus,432C,0,+,19.0,,,,,,,,,,,,,,,fin
72100111995,421D011100,447,"Allerginen reaktio, aikuinen",447X,0,+,21.0,21M02,,,,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
72100112000,421D011200,447,"Allerginen reaktio, aikuinen",447X,0,+,21.0,21M03,,,,,,21X06,,,,>6574,,,,den/est/fin/ice/lat/nor
72100121000,421D012100,448,"Allerginen reaktio, lapsi",448X,0,+,21.0,21M02,,,,,,,,,,,,,,den/est/fin/ice/lat/nor
72100122000,421D012200,448,"Allerginen reaktio, lapsi",448X,0,+,21.0,21M03,,,,,,21X06,,,,,,,,den/est/fin/ice/lat/nor
72100209000,421D020900,442,"Muu vamman takia tehty toimenpide, komplisoitunut",442X,0,+,21.0,,,1.0,S,99S90,,21X05,,,,,,,,fin
72100210100,421D021010,442,"Muu vamman takia tehty toimenpide, komplisoitunut",442X,0,+,21.0,,,1.0,,99S90,,21X05,00X10,,,,,,,den/est/fin/ice/lat
